id_categorie;lib_categorie;id_groupe;lib_groupe;id_cim_10;lib_cim_10
8;Maladies de loreille et de lapophyse mastoïde;H66;Otite moyenne suppurée et sans précision;H66.9;Otite moyenne, sans précision
8;Maladies de loreille et de lapophyse mastoïde;H67;Otite moyenne au cours de maladies classées ailleurs;H67.0;Otite moyenne au cours de maladies bactériennes classées ailleurs
8;Maladies de loreille et de lapophyse mastoïde;H67;Otite moyenne au cours de maladies classées ailleurs;H67.1;Otite moyenne au cours de maladies virales classées ailleurs
8;Maladies de loreille et de lapophyse mastoïde;H67;Otite moyenne au cours de maladies classées ailleurs;H67.8;Otite moyenne au cours dautres maladies classées ailleurs
8;Maladies de loreille et de lapophyse mastoïde;H68;Salpingite et obstruction de la trompe dEustache;H68.0;Salpingite de la trompe dEustache
8;Maladies de loreille et de lapophyse mastoïde;H68;Salpingite et obstruction de la trompe dEustache;H68.1;Obstruction de la trompe dEustache
8;Maladies de loreille et de lapophyse mastoïde;H69;Autres affections de la trompe dEustache;H69.0;Distension de la trompe dEustache
8;Maladies de loreille et de lapophyse mastoïde;H69;Autres affections de la trompe dEustache;H69.8;Autres affections précisées de la trompe dEustache
8;Maladies de loreille et de lapophyse mastoïde;H69;Autres affections de la trompe dEustache;H69.9;Affection de la trompe dEustache, sans précision
8;Maladies de loreille et de lapophyse mastoïde;H70;Mastoïdite et affections apparentées;H70.0;Mastoïdite aiguë
8;Maladies de loreille et de lapophyse mastoïde;H70;Mastoïdite et affections apparentées;H70.1;Mastoïdite chronique
8;Maladies de loreille et de lapophyse mastoïde;H70;Mastoïdite et affections apparentées;H70.2;Apexite [pétrosite]
8;Maladies de loreille et de lapophyse mastoïde;H70;Mastoïdite et affections apparentées;H70.8;Autres mastoïdites et affections apparentées
8;Maladies de loreille et de lapophyse mastoïde;H70;Mastoïdite et affections apparentées;H70.9;Mastoïdite, sans précision
8;Maladies de loreille et de lapophyse mastoïde;H70;Cholestéatome de loreille moyenne;H71;Cholestéatome de loreille moyenne
8;Maladies de loreille et de lapophyse mastoïde;H72;Perforation du tympan;H72.0;Perforation centrale du tympan
8;Maladies de loreille et de lapophyse mastoïde;H72;Perforation du tympan;H72.1;Perforation du tympan, partie attique
8;Maladies de loreille et de lapophyse mastoïde;H72;Perforation du tympan;H72.2;Autres perforations marginales du tympan
8;Maladies de loreille et de lapophyse mastoïde;H72;Perforation du tympan;H72.8;Autres perforations du tympan
8;Maladies de loreille et de lapophyse mastoïde;H72;Perforation du tympan;H72.9;Perforation du tympan, sans précision
8;Maladies de loreille et de lapophyse mastoïde;H73;Autres affections du tympan;H73.0;Myringite aiguë
8;Maladies de loreille et de lapophyse mastoïde;H73;Autres affections du tympan;H73.1;Myringite chronique
8;Maladies de loreille et de lapophyse mastoïde;H73;Autres affections du tympan;H73.8;Autres affections précisées du tympan
8;Maladies de loreille et de lapophyse mastoïde;H73;Autres affections du tympan;H73.9;Affection du tympan, sans précision
8;Maladies de loreille et de lapophyse mastoïde;H74;Autres affections de loreille moyenne et de lapophyse mastoïde;H74.0;Tympanosclérose
8;Maladies de loreille et de lapophyse mastoïde;H74;Autres affections de loreille moyenne et de lapophyse mastoïde;H74.1;Maladie adhésive de loreille moyenne
8;Maladies de loreille et de lapophyse mastoïde;H74;Autres affections de loreille moyenne et de lapophyse mastoïde;H74.2;Dissociation et dislocation des osselets
8;Maladies de loreille et de lapophyse mastoïde;H74;Autres affections de loreille moyenne et de lapophyse mastoïde;H74.3;Autres anomalies acquises des osselets
8;Maladies de loreille et de lapophyse mastoïde;H74;Autres affections de loreille moyenne et de lapophyse mastoïde;H74.4;Polype de loreille moyenne
8;Maladies de loreille et de lapophyse mastoïde;H74;Autres affections de loreille moyenne et de lapophyse mastoïde;H74.8;Autres affections précisées de loreille moyenne et de lapophyse mastoïde
8;Maladies de loreille et de lapophyse mastoïde;H74;Autres affections de loreille moyenne et de lapophyse mastoïde;H74.9;Affection de loreille moyenne et de lapophyse mastoïde, sans précision
8;Maladies de loreille et de lapophyse mastoïde;H75;Autres affections de loreille moyenne et de lapophyse mastoïde au cours de maladies classées ailleurs;H75.0;Mastoïdite au cours de maladies infectieuses et parasitaires classées ailleurs
8;Maladies de loreille et de lapophyse mastoïde;H75;Autres affections de loreille moyenne et de lapophyse mastoïde au cours de maladies classées ailleurs;H75.8;Autres affections précisées de loreille moyenne et de lapophyse mastoïde au cours de maladies classées ailleurs
8;Maladies de loreille et de lapophyse mastoïde;H80;Otosclérose;H80.0;Otosclérose intéressant la fenêtre ovale, non oblitérante
8;Maladies de loreille et de lapophyse mastoïde;H80;Otosclérose;H80.1;Otosclérose intéressant la fenêtre ovale, oblitérante
8;Maladies de loreille et de lapophyse mastoïde;H80;Otosclérose;H80.2;Otosclérose cochléaire
8;Maladies de loreille et de lapophyse mastoïde;H80;Otosclérose;H80.8;Autres otoscléroses
8;Maladies de loreille et de lapophyse mastoïde;H80;Otosclérose;H80.9;Otosclérose, sans précision
8;Maladies de loreille et de lapophyse mastoïde;H81;Atteintes des fonctions vestibulaires;H81.0;Maladie de Ménière
8;Maladies de loreille et de lapophyse mastoïde;H81;Atteintes des fonctions vestibulaires;H81.1;Vertige bénin paroxystique
8;Maladies de loreille et de lapophyse mastoïde;H81;Atteintes des fonctions vestibulaires;H81.2;Neuronite vestibulaire
8;Maladies de loreille et de lapophyse mastoïde;H81;Atteintes des fonctions vestibulaires;H81.3;Autres vertiges périphériques
8;Maladies de loreille et de lapophyse mastoïde;H81;Atteintes des fonctions vestibulaires;H81.4;Vertige dorigine centrale
8;Maladies de loreille et de lapophyse mastoïde;H81;Atteintes des fonctions vestibulaires;H81.8;Autres atteintes des fonctions vestibulaires
8;Maladies de loreille et de lapophyse mastoïde;H81;Atteintes des fonctions vestibulaires;H81.9;Atteinte des fonctions vestibulaires, sans précision
8;Maladies de loreille et de lapophyse mastoïde;H81;Syndromes vertigineux au cours de maladies classées ailleurs;H82;Syndromes vertigineux au cours de maladies classées ailleurs
8;Maladies de loreille et de lapophyse mastoïde;H83;Autres maladies de loreille interne;H83.0;Labyrinthite
8;Maladies de loreille et de lapophyse mastoïde;H83;Autres maladies de loreille interne;H83.1;Fistule labyrinthique
8;Maladies de loreille et de lapophyse mastoïde;H83;Autres maladies de loreille interne;H83.2;Troubles des fonctions labyrinthiques
8;Maladies de loreille et de lapophyse mastoïde;H83;Autres maladies de loreille interne;H83.3;Conséquences du bruit sur loreille interne
8;Maladies de loreille et de lapophyse mastoïde;H83;Autres maladies de loreille interne;H83.8;Autres maladies précisées de loreille interne
8;Maladies de loreille et de lapophyse mastoïde;H83;Autres maladies de loreille interne;H83.9;Maladie de loreille interne, sans précision
8;Maladies de loreille et de lapophyse mastoïde;H90;Surdité de transmission et neurosensorielle;H90.0;Surdité bilatérale de transmission
8;Maladies de loreille et de lapophyse mastoïde;H90;Surdité de transmission et neurosensorielle;H90.1;Surdité unilatérale de transmission sans altération de laudition de lautre oreille
8;Maladies de loreille et de lapophyse mastoïde;H90;Surdité de transmission et neurosensorielle;H90.2;Surdité de transmission, sans précision
8;Maladies de loreille et de lapophyse mastoïde;H90;Surdité de transmission et neurosensorielle;H90.3;Surdité neurosensorielle bilatérale
8;Maladies de loreille et de lapophyse mastoïde;H90;Surdité de transmission et neurosensorielle;H90.4;Surdité neurosensorielle unilatérale sans altération de laudition de lautre oreille
8;Maladies de loreille et de lapophyse mastoïde;H90;Surdité de transmission et neurosensorielle;H90.5;Surdité neurosensorielle, sans précision
8;Maladies de loreille et de lapophyse mastoïde;H90;Surdité de transmission et neurosensorielle;H90.6;Surdité bilatérale mixte de transmission et neurosensorielle
8;Maladies de loreille et de lapophyse mastoïde;H90;Surdité de transmission et neurosensorielle;H90.7;Surdité unilatérale mixte de transmission et neurosensorielle sans altération de laudition de lautre oreille
8;Maladies de loreille et de lapophyse mastoïde;H90;Surdité de transmission et neurosensorielle;H90.8;Surdité mixte de transmission et neurosensorielle, sans précision
8;Maladies de loreille et de lapophyse mastoïde;H91;Autres pertes de laudition;H91.0;Perte de laudition par ototoxicité
8;Maladies de loreille et de lapophyse mastoïde;H91;Autres pertes de laudition;H91.1;Presbyacousie
8;Maladies de loreille et de lapophyse mastoïde;H91;Autres pertes de laudition;H91.2;Surdité brusque idiopathique
8;Maladies de loreille et de lapophyse mastoïde;H91;Autres pertes de laudition;H91.3;Surdi-mutité, non classée ailleurs
8;Maladies de loreille et de lapophyse mastoïde;H91;Autres pertes de laudition;H91.8;Autres pertes précisées de laudition
8;Maladies de loreille et de lapophyse mastoïde;H91;Autres pertes de laudition;H91.9;Perte de laudition, sans précision
8;Maladies de loreille et de lapophyse mastoïde;H92;Otalgie et écoulement par loreille;H92.0;Otalgie
8;Maladies de loreille et de lapophyse mastoïde;H92;Otalgie et écoulement par loreille;H92.1;Otorrhée
8;Maladies de loreille et de lapophyse mastoïde;H92;Otalgie et écoulement par loreille;H92.2;Otorragie
8;Maladies de loreille et de lapophyse mastoïde;H93;Autres affections de loreille, non classées ailleurs;H93.0;Affections vasculaires et dégénératives de loreille
8;Maladies de loreille et de lapophyse mastoïde;H93;Autres affections de loreille, non classées ailleurs;H93.1;Acouphènes
8;Maladies de loreille et de lapophyse mastoïde;H93;Autres affections de loreille, non classées ailleurs;H93.2;Autres perceptions auditives anormales
8;Maladies de loreille et de lapophyse mastoïde;H93;Autres affections de loreille, non classées ailleurs;H93.3;Affections du nerf auditif [nerf crânien VIII]
8;Maladies de loreille et de lapophyse mastoïde;H93;Autres affections de loreille, non classées ailleurs;H93.8;Autres affections précisées de loreille
8;Maladies de loreille et de lapophyse mastoïde;H93;Autres affections de loreille, non classées ailleurs;H93.9;Affection de loreille, sans précision
8;Maladies de loreille et de lapophyse mastoïde;H94;Autres affections de loreille au cours de maladies classées ailleurs;H94.0;Névrite acoustique [inflammation du nerf crânien VIII, vestibulocochléaire] au cours de maladies infectieuses et parasitaires classées ailleurs
8;Maladies de loreille et de lapophyse mastoïde;H94;Autres affections de loreille au cours de maladies classées ailleurs;H94.8;Autres affections précisées de loreille au cours de maladies classées ailleurs
8;Maladies de loreille et de lapophyse mastoïde;H95;Affections de loreille et de lapophyse mastoïde après des actes médicaux, non classées ailleurs;H95.0;Cholestéatome récidivant après mastoïdectomie
8;Maladies de loreille et de lapophyse mastoïde;H95;Affections de loreille et de lapophyse mastoïde après des actes médicaux, non classées ailleurs;H95.1;Autres affections survenant après mastoïdectomie
8;Maladies de loreille et de lapophyse mastoïde;H95;Affections de loreille et de lapophyse mastoïde après des actes médicaux, non classées ailleurs;H95.8;Autres affections de loreille et de lapophyse mastoïde après des actes médicaux
8;Maladies de loreille et de lapophyse mastoïde;H95;Affections de loreille et de lapophyse mastoïde après des actes médicaux, non classées ailleurs;H95.9;Affection de loreille et de lapophyse mastoïde après des actes médicaux, sans précision
9;Maladies de lappareil circulatoire;H95;Rhumatisme articulaire aigu, sans mention datteinte cardiaque;I00;Rhumatisme articulaire aigu, sans mention datteinte cardiaque
9;Maladies de lappareil circulatoire;I01;Rhumatisme articulaire aigu, avec atteinte cardiaque;I01.0;Péricardite rhumatismale aiguë
9;Maladies de lappareil circulatoire;I01;Rhumatisme articulaire aigu, avec atteinte cardiaque;I01.1;Endocardite rhumatismale aiguë
9;Maladies de lappareil circulatoire;I01;Rhumatisme articulaire aigu, avec atteinte cardiaque;I01.2;Myocardite rhumatismale aiguë
9;Maladies de lappareil circulatoire;I01;Rhumatisme articulaire aigu, avec atteinte cardiaque;I01.8;Autres cardiopathies rhumatismales aiguës
9;Maladies de lappareil circulatoire;I01;Rhumatisme articulaire aigu, avec atteinte cardiaque;I01.9;Cardiopathie rhumatismale aiguë, sans précision
9;Maladies de lappareil circulatoire;I02;Chorée rhumatismale;I02.0;Chorée rhumatismale, avec atteinte cardiaque
9;Maladies de lappareil circulatoire;I02;Chorée rhumatismale;I02.9;Chorée rhumatismale, sans atteinte cardiaque
9;Maladies de lappareil circulatoire;I05;Maladies rhumatismales de la valvule mitrale;I05.0;Sténose mitrale
9;Maladies de lappareil circulatoire;I05;Maladies rhumatismales de la valvule mitrale;I05.1;Insuffisance mitrale rhumatismale
9;Maladies de lappareil circulatoire;I05;Maladies rhumatismales de la valvule mitrale;I05.2;Sténose mitrale avec insuffisance
9;Maladies de lappareil circulatoire;I05;Maladies rhumatismales de la valvule mitrale;I05.8;Autres maladies de la valvule mitrale
9;Maladies de lappareil circulatoire;I05;Maladies rhumatismales de la valvule mitrale;I05.9;Maladie de la valvule mitrale, sans précision
9;Maladies de lappareil circulatoire;I06;Maladies rhumatismales de la valvule aortique;I06.0;Sténose aortique rhumatismale
9;Maladies de lappareil circulatoire;I06;Maladies rhumatismales de la valvule aortique;I06.1;Insuffisance aortique rhumatismale
9;Maladies de lappareil circulatoire;I06;Maladies rhumatismales de la valvule aortique;I06.2;Sténose aortique rhumatismale avec insuffisance
9;Maladies de lappareil circulatoire;I06;Maladies rhumatismales de la valvule aortique;I06.8;Autres maladies rhumatismales de la valvule aortique
9;Maladies de lappareil circulatoire;I06;Maladies rhumatismales de la valvule aortique;I06.9;Maladie rhumatismale de la valvule aortique, sans précision
9;Maladies de lappareil circulatoire;I07;Maladies rhumatismales de la valvule tricuspide;I07.0;Sténose tricuspidienne
9;Maladies de lappareil circulatoire;I07;Maladies rhumatismales de la valvule tricuspide;I07.1;Insuffisance tricuspidienne
9;Maladies de lappareil circulatoire;I07;Maladies rhumatismales de la valvule tricuspide;I07.2;Sténose tricuspidienne avec insuffisance
9;Maladies de lappareil circulatoire;I07;Maladies rhumatismales de la valvule tricuspide;I07.8;Autres maladies de la valvule tricuspide
9;Maladies de lappareil circulatoire;I07;Maladies rhumatismales de la valvule tricuspide;I07.9;Maladie de la valvule tricuspide, sans précision
9;Maladies de lappareil circulatoire;I08;Maladies de plusieurs valvules;I08.0;Atteintes des valves mitrale et aortique, combinées
9;Maladies de lappareil circulatoire;I08;Maladies de plusieurs valvules;I08.1;Atteintes des valves mitrale et tricuspide, combinées
9;Maladies de lappareil circulatoire;I08;Maladies de plusieurs valvules;I08.2;Atteintes des valves aortique et tricuspide, combinées
9;Maladies de lappareil circulatoire;I08;Maladies de plusieurs valvules;I08.3;Atteintes des valves mitrale, aortique et tricuspide, combinées
9;Maladies de lappareil circulatoire;I08;Maladies de plusieurs valvules;I08.8;Autres maladies valvulaires multiples
9;Maladies de lappareil circulatoire;I08;Maladies de plusieurs valvules;I08.9;Maladie de plusieurs valvules, sans précision
9;Maladies de lappareil circulatoire;I09;Autres cardiopathies rhumatismales;I09.0;Myocardite rhumatismale
9;Maladies de lappareil circulatoire;I09;Autres cardiopathies rhumatismales;I09.1;Endocardite rhumatismale, valvule non précisée
9;Maladies de lappareil circulatoire;I09;Autres cardiopathies rhumatismales;I09.2;Péricardite rhumatismale chronique
9;Maladies de lappareil circulatoire;I09;Autres cardiopathies rhumatismales;I09.8;Autres cardiopathies rhumatismales précisées
9;Maladies de lappareil circulatoire;I09;Autres cardiopathies rhumatismales;I09.9;Cardiopathie rhumatismale, sans précision
9;Maladies de lappareil circulatoire;I10.0;Hypertension essentielle (primitive);I10.00;Hypertension essentielle bénigne: Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I10.0;Hypertension essentielle (primitive);I10.01;Hypertension essentielle bénigne: Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I10.1;Hypertension essentielle (primitive);I10.10;Hypertension essentielle maligne: Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I10.1;Hypertension essentielle (primitive);I10.11;Hypertension essentielle maligne: Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I10.9;Hypertension essentielle (primitive);I10.90;Hypertension essentielle, non précisée: Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I10.9;Hypertension essentielle (primitive);I10.91;Hypertension essentielle, non précisée: Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I11.0;Cardiopathie hypertensive;I11.00;Cardiopathie hypertensive, avec insuffisance cardiaque (congestive): Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I11.0;Cardiopathie hypertensive;I11.01;Cardiopathie hypertensive, avec insuffisance cardiaque (congestive): Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I11.9;Cardiopathie hypertensive;I11.90;Cardiopathie hypertensive, sans insuffisance cardiaque (congestive): Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I11.9;Cardiopathie hypertensive;I11.91;Cardiopathie hypertensive, sans insuffisance cardiaque (congestive): Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I12.0;Néphropathie hypertensive;I12.00;Néphropathie hypertensive, avec insuffisance rénale: Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I12.0;Néphropathie hypertensive;I12.01;Néphropathie hypertensive, avec insuffisance rénale: Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I12.9;Néphropathie hypertensive;I12.90;Néphropathie hypertensive, sans insuffisance rénale: Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I12.9;Néphropathie hypertensive;I12.91;Néphropathie hypertensive, sans insuffisance rénale: Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I13.0;Cardionéphropathie hypertensive;I13.00;Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive): Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I13.0;Cardionéphropathie hypertensive;I13.01;Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive): Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I13.1;Cardionéphropathie hypertensive;I13.10;Cardionéphropathie hypertensive, avec insuffisance rénale: Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I13.1;Cardionéphropathie hypertensive;I13.11;Cardionéphropathie hypertensive, avec insuffisance rénale: Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I13.2;Cardionéphropathie hypertensive;I13.20;Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive) et rénale: Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I13.2;Cardionéphropathie hypertensive;I13.21;Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive) et rénale: Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I13.9;Cardionéphropathie hypertensive;I13.90;Cardionéphropathie hypertensive, sans précision: Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I13.9;Cardionéphropathie hypertensive;I13.91;Cardionéphropathie hypertensive, sans précision: Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I15.0;Hypertension secondaire;I15.00;Hypertension vasculo-rénale: Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I15.0;Hypertension secondaire;I15.01;Hypertension vasculo-rénale: Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I15.1;Hypertension secondaire;I15.10;Hypertension secondaire à dautres atteintes rénales: Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I15.1;Hypertension secondaire;I15.11;Hypertension secondaire à dautres atteintes rénales: Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I15.2;Hypertension secondaire;I15.20;Hypertension secondaire à des atteintes endocriniennes: Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I15.2;Hypertension secondaire;I15.21;Hypertension secondaire à des atteintes endocriniennes: Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I15.8;Hypertension secondaire;I15.80;Autres hypertensions secondaires: Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I15.8;Hypertension secondaire;I15.81;Autres hypertensions secondaires: Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I15.9;Hypertension secondaire;I15.90;Hypertension secondaire, sans précision: Sans mention de crise hypertensive
9;Maladies de lappareil circulatoire;I15.9;Hypertension secondaire;I15.91;Hypertension secondaire, sans précision: Avec mention de crise hypertensive
9;Maladies de lappareil circulatoire;I20;Angine de poitrine;I20.0;Angine de poitrine instable
9;Maladies de lappareil circulatoire;I20;Angine de poitrine;I20.1;Angine de poitrine avec spasme coronaire vérifié
9;Maladies de lappareil circulatoire;I20;Angine de poitrine;I20.8;Autres formes dangine de poitrine
9;Maladies de lappareil circulatoire;I20;Angine de poitrine;I20.9;Angine de poitrine, sans précision
9;Maladies de lappareil circulatoire;I21;Infarctus aigu du myocarde;I21.0;Infarctus transmural aigu du myocarde, de la paroi antérieure
9;Maladies de lappareil circulatoire;I21;Infarctus aigu du myocarde;I21.1;Infarctus transmural aigu du myocarde, de la paroi inférieure
9;Maladies de lappareil circulatoire;I21;Infarctus aigu du myocarde;I21.2;Infarctus transmural aigu du myocarde dautres localisations
9;Maladies de lappareil circulatoire;I21;Infarctus aigu du myocarde;I21.3;Infarctus transmural aigu du myocarde, de localisation non précisée
9;Maladies de lappareil circulatoire;I21;Infarctus aigu du myocarde;I21.4;Infarctus sous-endocardique aigu du myocarde
9;Maladies de lappareil circulatoire;I21;Infarctus aigu du myocarde;I21.9;Infarctus aigu du myocarde, sans précision
9;Maladies de lappareil circulatoire;I22;Infarctus du myocarde à répétition;I22.0;Infarctus du myocarde à répétition, de la paroi antérieure
9;Maladies de lappareil circulatoire;I22;Infarctus du myocarde à répétition;I22.1;Infarctus du myocarde à répétition, de la paroi inférieure
9;Maladies de lappareil circulatoire;I22;Infarctus du myocarde à répétition;I22.8;Infarctus du myocarde à répétition dautres localisations
9;Maladies de lappareil circulatoire;I22;Infarctus du myocarde à répétition;I22.9;Infarctus du myocarde à répétition, de localisation non précisée
9;Maladies de lappareil circulatoire;I23;Certaines complications récentes dun infarctus aigu du myocarde;I23.0;Hémopéricarde comme complication récente dun infarctus aigu du myocarde
9;Maladies de lappareil circulatoire;I23;Certaines complications récentes dun infarctus aigu du myocarde;I23.1;Communication interauriculaire comme complication récente dun infarctus aigu du myocarde
9;Maladies de lappareil circulatoire;I23;Certaines complications récentes dun infarctus aigu du myocarde;I23.2;Communication interventriculaire comme complication récente dun infarctus aigu du myocarde
9;Maladies de lappareil circulatoire;I23;Certaines complications récentes dun infarctus aigu du myocarde;I23.3;Rupture de la paroi cardiaque sans hémopéricarde comme complication récente dun infarctus aigu du myocarde
9;Maladies de lappareil circulatoire;I23;Certaines complications récentes dun infarctus aigu du myocarde;I23.4;Rupture des cordages tendineux comme complication récente dun infarctus aigu du myocarde
9;Maladies de lappareil circulatoire;I23;Certaines complications récentes dun infarctus aigu du myocarde;I23.5;Rupture du muscle papillaire comme complication récente dun infarctus aigu du myocarde
9;Maladies de lappareil circulatoire;I23;Certaines complications récentes dun infarctus aigu du myocarde;I23.6;Thrombose de loreillette, de lauricule et du ventricule comme complication récente dun infarctus aigu du myocarde
9;Maladies de lappareil circulatoire;I23;Certaines complications récentes dun infarctus aigu du myocarde;I23.8;Autres complications récentes dun infarctus aigu du myocarde
9;Maladies de lappareil circulatoire;I24;Autres cardiopathies ischémiques aiguës;I24.0;Thrombose coronaire nentraînant pas un infarctus du myocarde
9;Maladies de lappareil circulatoire;I24;Autres cardiopathies ischémiques aiguës;I24.1;Syndrome post-infarctus du myocarde
9;Maladies de lappareil circulatoire;I24;Autres cardiopathies ischémiques aiguës;I24.8;Autres formes de cardiopathies ischémiques aiguës
9;Maladies de lappareil circulatoire;I24;Autres cardiopathies ischémiques aiguës;I24.9;Cardiopathie ischémique aiguë, sans précision
9;Maladies de lappareil circulatoire;I25;Cardiopathie ischémique chronique;I25.0;Athérosclérose cardio-vasculaire, décrite ainsi
9;Maladies de lappareil circulatoire;I25.1;Cardiopathie ischémique chronique;I25.10;Cardiopathie artérioscléreuse: Sans sténoses ayant un effet hémodynamique
9;Maladies de lappareil circulatoire;I25.1;Cardiopathie ischémique chronique;I25.11;Cardiopathie artérioscléreuse: Implication monotronculaire
9;Maladies de lappareil circulatoire;I25.1;Cardiopathie ischémique chronique;I25.12;Cardiopathie artérioscléreuse: Implication bitronculaire
9;Maladies de lappareil circulatoire;I25.1;Cardiopathie ischémique chronique;I25.13;Cardiopathie artérioscléreuse: Implication tritronculaire
9;Maladies de lappareil circulatoire;I25.1;Cardiopathie ischémique chronique;I25.14;Cardiopathie artérioscléreuse: Sténose du tronc commun de lartère coronaire gauche
9;Maladies de lappareil circulatoire;I25.1;Cardiopathie ischémique chronique;I25.15;Cardiopathie artérioscléreuse: Avec sténose de vaisseaux de pontage
9;Maladies de lappareil circulatoire;I25.1;Cardiopathie ischémique chronique;I25.16;Cardiopathie artérioscléreuse: Avec sténose de Stents
9;Maladies de lappareil circulatoire;I25.1;Cardiopathie ischémique chronique;I25.19;Cardiopathie artérioscléreuse: sans précision
9;Maladies de lappareil circulatoire;I25.2;Cardiopathie ischémique chronique;I25.20;Infarctus du myocarde, ancien: survenu entre 29 jours et moins de 4 mois plus tôt 29
9;Maladies de lappareil circulatoire;I25.2;Cardiopathie ischémique chronique;I25.21;Infarctus du myocarde, ancien: survenu entre 4 mois et moins dun an plus tôt
9;Maladies de lappareil circulatoire;I25.2;Cardiopathie ischémique chronique;I25.22;Infarctus du myocarde, ancien: survenu il y a 1 an ou plus
9;Maladies de lappareil circulatoire;I25.2;Cardiopathie ischémique chronique;I25.29;Infarctus du myocarde, ancien: sans précision
9;Maladies de lappareil circulatoire;I25.2;Cardiopathie ischémique chronique;I25.3;Anévrisme (pariétal) du cur
9;Maladies de lappareil circulatoire;I25.2;Cardiopathie ischémique chronique;I25.4;Anévrisme dune artère coronaire
9;Maladies de lappareil circulatoire;I25.2;Cardiopathie ischémique chronique;I25.5;Myocardiopathie ischémique
9;Maladies de lappareil circulatoire;I25.2;Cardiopathie ischémique chronique;I25.6;Ischémie myocardique asymptomatique
9;Maladies de lappareil circulatoire;I25.2;Cardiopathie ischémique chronique;I25.8;Autres formes de cardiopathie ischémique chronique
9;Maladies de lappareil circulatoire;I25.2;Cardiopathie ischémique chronique;I25.9;Cardiopathie ischémique chronique, sans précision
9;Maladies de lappareil circulatoire;I26;Embolie pulmonaire;I26.0;Embolie pulmonaire, avec mention de cur pulmonaire aigu
9;Maladies de lappareil circulatoire;I26;Embolie pulmonaire;I26.9;Embolie pulmonaire, sans mention de cur pulmonaire aigu
9;Maladies de lappareil circulatoire;I27;Autres affections cardiopulmonaires;I27.0;Hypertension pulmonaire primitive
9;Maladies de lappareil circulatoire;I27;Autres affections cardiopulmonaires;I27.1;Cardiopathie due à cyphoscoliose
9;Maladies de lappareil circulatoire;I27.2;Autres affections cardiopulmonaires;I27.20;Hypertension pulmonaire en présence dune thromboembolie chronique
9;Maladies de lappareil circulatoire;I27.2;Autres affections cardiopulmonaires;I27.28;Autres hypertensions pulmonaires secondaires précisées
9;Maladies de lappareil circulatoire;I27.2;Autres affections cardiopulmonaires;I27.8;Autres affections cardiopulmonaires précisées
9;Maladies de lappareil circulatoire;I27.2;Autres affections cardiopulmonaires;I27.9;Affection cardiopulmonaire, sans précision
9;Maladies de lappareil circulatoire;I28;Autres maladies des vaisseaux pulmonaires;I28.0;Fistule artério-veineuse des vaisseaux pulmonaires
9;Maladies de lappareil circulatoire;I28;Autres maladies des vaisseaux pulmonaires;I28.1;Anévrisme de lartère pulmonaire
9;Maladies de lappareil circulatoire;I28;Autres maladies des vaisseaux pulmonaires;I28.8;Autres maladies précisées des vaisseaux pulmonaires
9;Maladies de lappareil circulatoire;I28;Autres maladies des vaisseaux pulmonaires;I28.9;Maladie des vaisseaux pulmonaires, sans précision
9;Maladies de lappareil circulatoire;I30;Péricardite aiguë;I30.0;Péricardite idiopathique aiguë non spécifique
9;Maladies de lappareil circulatoire;I30;Péricardite aiguë;I30.1;Péricardite infectieuse
9;Maladies de lappareil circulatoire;I30;Péricardite aiguë;I30.8;Autres formes de péricardite aiguë
9;Maladies de lappareil circulatoire;I30;Péricardite aiguë;I30.9;Péricardite aiguë, sans précision
