code_ucd;libelle_traitement;type
9321036;IRINOTECAN ACTAVIS 20 MG/ML Solution Ö diluer pour perfusion en flacon de 2 ml;
9321042;IRINOTECAN ACTAVIS 20 MG/ML Solution Ö diluer pour perfusion en flacon de 5 ml;
9322231;GEMCITABINE RATIOPHARM 1 G Poudre pour solution pour perfusion en flacon de 50 ml;
9322248;GEMCITABINE RATIOPHARM 200 MG en flacon de 10ml, poudre pour solution pour perfusion;
9281124;OXALIPLATIN.WTR 5MG/ML 100MG 1 Flacon de 100 mg, poudre pour solution pour perfusion;
9281130;OXALIPLATIN.WTR 5MG/ML 10ML 1 Flacon de 10 ml, solution Ö diluer pour perfusion;
9281147;OXALIPLATIN.WTR 5MG/ML 20ML 1 Flacon de 20 ml, solution Ö diluer pour perfusion;
9281176;VINORELBINE EBEWE 10 mg/ml 1 Flacon de 1 ml, solution injectable;
9281182;VINORELBINE EBEWE 10 mg/ml 1 Flacon de 5 ml, solution injectable;
9281199;XYREM 500 mg/ml solution buvable en flacon de 180 ml;
9281360;SANDOGLOBULINE 12 g poudre et solvant pour solution pour perfusion;
9297183;FLUCONAZOLE PANPHARMA 2 mg/ml solution pour perfusion en flacon de 100 ml;
9297208;FLUCONAZOLE PANPHARMA 2 mg/ml solution pour perfusion en flacon de 200 ml;
9297214;FLUCONAZOLE PANPHARMA 2 mg/ml solution pour perfusion en flacon de 50 ml;
9297349;OXALIPLATIN.MYL 5MG/ML 100 mg;
9297355;OXALIPLATIN.MYL 5MG/ML 50 mg;
9297467;VENTAVIS 10 mcg/ml 1 Ampoule verre de 1 ml, solution pour inhalation par nÇbuliseur;
9297467;VENTAVIS 10 mcg/ml 1 Ampoule verre de 1 ml, solution pour inhalation par nÇbuliseur;
9312652;PRIVIGEN 100 MG/ML solution pour perfusion en flacon de 100 ml;
9312652;PRIVIGEN 100 MG/ML solution pour perfusion en flacon de 100 ml;
9312669;PRIVIGEN 100 MG/ML solution pour perfusion en flacon de 200 ml;
9312669;PRIVIGEN 100 MG/ML solution pour perfusion en flacon de 200 ml;
9312675;PRIVIGEN 100 MG/ML solution pour perfusion en flacon de 50 ml;
9312675;PRIVIGEN 100 MG/ML solution pour perfusion en flacon de 50 ml;
9312698;FLUDARABINE MYLAN 25 MG/ML Poudre pour solution injectable ou perfusion en flacon;
9323064;ORPHACOL 250 MG gÇlule;
9323070;ORPHACOL 50 MG gÇlule;
9323791;VINORELBINE ACTAVIS 10 MG/ML Solution Ö diluer pour perfusion en flacon de 1 ml;
9323816;VINORELBINE ACTAVIS 10 MG/ML Solution Ö diluer pour perfusion en flacon de 5 ml;
9323851;OXALIPLATIN.HPI 5MG/ML 40ML +O Solution Ö diluer pour perfusion en flacon ONCO-TAIN de 40 ml;
9324046;CONFIDEX 250 UI poudre et solvant pour solution injectable;
9324046;CONFIDEX 250 UI poudre et solvant pour solution injectable;
9281360;SANDOGLOBULINE 12 g poudre et solvant pour solution pour perfusion;
9281377;SANDOGLOBULINE 3 g poudre et solvant pour solution pour perfusion;
9281377;SANDOGLOBULINE 3 g poudre et solvant pour solution pour perfusion;
9281383;SANDOGLOBULINE 6 g poudre et solvant pour solution pour perfusion;
9281383;SANDOGLOBULINE 6 g poudre et solvant pour solution pour perfusion;
9282709;KIOVIG 100 mg/ml INJ FL10ML;
9282709;KIOVIG 100 mg/ml INJ FL10ML;
9298113;REVLIMID 10 MG gÇlule;
9298136;REVLIMID 15 MG gÇlule;
9298142;REVLIMID 25 MG gÇlule;
9298159;REVLIMID 5 MG gÇlule;
9298254;OXAL IPLATIN. HPI 5 MG/ML 100MG+0 Poudre pour solution pour perfusion en flacon ONCO-TAIN de 100 mg;
9298260;OXAL IPLATIN. HPI 5 MG/ML 50MG+0T Poudre pour solution pour perfusion en flacon ONCO-TAIN de 50 mg;
9298277;VINORELBINE HOSPIRA 10 MG/ML Solution Ö diluer pour perfusion en flacon de 5 ml;
9312758;FLUDARABINE PHOSPHATE HOSPIRA 50 MG Poudre pour solution injectable ou perfusion, flacon de 50 mg;
9312793;OXALIPLATIN.HPI 5MG/ML 10ML+0 Solution Ö diluer pour perfusion en flacon ONCO-TAIN de 10 ml;
9312801;OXALIPLATIN.HPI 5MG/ML 20ML +O Solution Ö diluer pour perfusion en flacon ONCO-TAIN de 20 ml;
9312907;REYATAZ 300 MG gÇlule;
9312942;FLUCONAZOLE MYLAN 2 MG/ML Solution pour perfusion en poche polyolÇfine suremballÇe de 100 ml;
9312959;FLUCONAZOLE MYLAN 2 MG/ML Solution pour perfusion en poche polyolÇfine suremballÇe de 200 ml;
9312965;FLUCONAZOLE MYLAN 2 MG/ML Solution pour perfusion en poche polyolÇfine suremballÇe de 50 ml;
9324052;CONFIDEX 500 UI poudre et solvant pour solution injectable;
9324052;CONFIDEX 500 UI poudre et solvant pour solution injectable;
9324230;GEMCITABINE EBEWE PHARMA FRANCE 38 MG/ML en flacon de 10 ml, poudre pour solution pour perfusion;
9324247;GEMCITABINE EBEWE PHARMA FRANCE 38 MG/ML en flacon de 50 ml, poudre pour solution pour perfusion;
9324253;IRINOTECAN TEVA 20 MG/ML Solution Ö diluer pour perfusion en flacon de 2 ml;
9324276;IRINOTECAN TEVA 20 MG/ML Solution Ö diluer pour perfusion en flacon de 5 ml;
9324299;SALVACYL LP 11,25 MG Poudre et solvant pour suspension injectable Ö libÇration prolongÇe;
9282715;KIOVIG 100 mg/ml INJ FL100ML;
9282715;KIOVIG 100 mg/ml INJ FL100ML;
9282721;KIOVIG 100 mg/ml INJ FL25ML;
9282721;KIOVIG 100 mg/ml INJ FL25ML;
9282738;KIOVIG 100 mg/ml INJ FL50ML;
9282738;KIOVIG 100 mg/ml INJ FL50ML;
9282744;PACLITAXEL DKT WINTHROP 6 MG/ML solution Ö diluer pour perfusion en flacon de 16,7 ml;
9298461;THELIN 100 mg (sodium sitaxentan) 1 Boåte de 28, comprimÇ enrobÇ, plaquette alvÇolaire (PVC/aclar/alu);
9298490;VINORELBINE NORDIC PHARMA 10 MG/ML 1 Flacon de 1 ml, solution injectable;
9298509;VINORELBINE NORDIC PHARMA 10 MG/ML 1 Flacon de 5 ml, solution injectable;
9298610;COPEGUS 400 mg comprimÇ pelliculÇ;
9299207;SOLIRIS 300 MG solution Ö diluer pour perfusion;
9299319;URSOFALK 250MG/5ML BUV F250ML;
9299420;TMC 125 100 MG ComprimÇ;
9313137;EPIRUBICINE MEDAC 2 MG/ML solution pour perfusion en flacon de 100 ml;
9313143;EPIRUBICINE MEDAC 2 MG/ML Solution pour perfusion en flacon de 200 ml;
9313166;EPIRUBICINE MEDAC 2 MG/ML solution pour perfusion en flacon de 25 ml;
9313172;EPIRUBICINE MEDAC 2 MG/ML solution pour perfusion en flacon de 5 ml;
9313189;EPIRUBICINE MEDAC 2 MG/ML solution pour perfusion en flacon de 50 ml;
9314415;OXALIPLATIN.EBW 5MG/ML 150MG Poudre pour solution pour perfusion en flacon verre de 150 mg;
9314421;MYCAMINE 100 MG Poudre pour solution pour perfusion;
9325212;GEMCITABINE SANDOZ 1 G Poudre pour solution pour perfusion en flacon;
9325229;GEMCITABINE SANDOZ 200 MG Poudre pour solution pour perfusion en flacon;
9325755;GEMCITABINE ACTAVIS 38 MG/ML Poudre pour solution pour perfusion en flacon de 1 000 mg;
9325761;GEMCITABINE ACTAVIS 38 MG/ML Poudre pour solution pour perfusion en flacon de 200 mg;
9325956;VINORELBINE SANDOZ 10 MG/ML flacon de 1 ml;
9325962;VINORELBINE SANDOZ 10 MG/ML flacon de 5 ml;
9325979;FLUDARABINE EBEWE 25 MG/ML Solution Ö diluer injectable ou pour perfusion en flacon de 2 ml;
9282750;PACLITAXEL DKT WINTHROP 6 MG/ML solution Ö diluer pour perfusion en flacon de 25 ml;
9282767;PACLITAXEL DKT WINTHROP 6 MG/ML solution Ö diluer pour perfusion en flacon de 5 ml;
9282773;PACLITAXEL DKT WINTHROP 6 MG/ML solution Ö diluer pour perfusion en flacon de 50 ml;
9284097;SANDOGLOBULINE 120 mg/ml 1 Flacon de 100 ml, solution pour perfusion;
9284105;SANDOGLOBULINE 120 mg/ml 1 Flacon de 50 ml, solution pour perfusion;
9284306;EPIRUBICINE HOSPIRA 2 MG/ML Solution pour perfusion, flacon de 25 ml;
9284312;EPIRUBICINE HOSPIRA 2 MG/ML Solution pour perfusion, flacon de 5 ml;
9299443;PACLITAXEL SANDOZ 6 MG/ML 1 Flacon de 16,7 ml, solution Ö diluer pour perfusion;
9299466;PACLITAXEL SANDOZ 6 MG/ML 1 Flacon de 25 ml, solution Ö diluer pour perfusion;
9299472;PACLITAXEL SANDOZ 6 MG/ML 1 Flacon de 5 ml, solution Ö diluer pour perfusion;
9299489;PACLITAXEL SANDOZ 6 MG/ML 1 Flacon de 50 ml, solution Ö diluer pour perfusion;
9300175;SIRDALUD 4 MG comprimÇ sÇcable;
9300181;ORENCIA 250 mg PERF FL+SRG;
9300749;RIAMET 20 MG/120 MG ComprimÇ;
9314421;MYCAMINE 100 MG Poudre pour solution pour perfusion;
9314438;MYCAMINE 50 MG Poudre pour solution pour perfusion;
9314438;MYCAMINE 50 MG Poudre pour solution pour perfusion;
9314591;GEMCITABINE MYLAN 38 MG/ML Poudre pour solution pour perfusion en flacon 1 000 mg;
9314616;GEMCITABINE MYLAN 38 MG/ML Poudre pour solution pour perfusion en flacon 200 mg;
9315768;ADVATE 2 000 UI Poudre et solvant pour solution injectable;
9315774;ADVATE 3 000 UI Poudre et solvant pour solution injectable;
9326016;REFACTO AF 1 000 UI Poudre et solvant pour solution injectable;
9326016;REFACTO AF 1 000 UI Poudre et solvant pour solution injectable;
9326022;REFACTO AF 2 000 UI Poudre et solvant pour solution injectable;
9326022;REFACTO AF 2 000 UI Poudre et solvant pour solution injectable;
9326039;REFACTO AF 250 UI Poudre et solvant pour solution injectable;
9326039;REFACTO AF 250 UI Poudre et solvant pour solution injectable;
9326045;REFACTO AF 500 UI Poudre et solvant pour solution injectable;
9284329;EPIRUBICINE HOSPIRA 2 MG/ML Solution pour perfusion, flacon de 50 ml;
9284335;EPIRUBICINE HOSPIRA 2 MG/ML Solution pour perfusion, flacon de 100 ml;
9284341;EPIRUBICINE INTSEL CHIMOS 2 mg/ml solution pour perfusion en flacon de 10 ml;
9284358;EPIRUBICINE INTSEL CHIMOS 2 mg/ml 1 Flacon de 100 ml, solution pour perfusion;
9284364;EPIRUBICINE INTSEL CHIMOS 2 mg/ml 1 Flacon de 25 ml, solution pour perfusion;
9284370;EPIRUBICINE INTSEL CHIMOS 2 mg/ml 1 Flacon de 5 ml, solution pour perfusion;
9284387;EPIRUBICINE INTSEL CHIMOS 2 mg/ml 1 Flacon de 50 ml, solution pour perfusion;
9300956;SEBIVO 600 MG ComprimÇ pelliculÇ;
9301111;ERBITUX 5 mg/ml 1 Flacon de 100 ml, solution pour perfusion;
9301128;ERBITUX 5 mg/ml 1 Flacon de 20 ml, solution pour perfusion;
9301393;OXALIPLATIN. EBW 5MG/ML 100MG Poudre pour solution pour perfusion en flacon de 100 mg;
9301401;OXALIPLATIN.EBW 5MG/ML 50MG Poudre pour solution pour perfusion en flacon de 50 mg;
9302139;OXALIPLATINE MEDAC 5 MG/ML 1 Flacon de 100 mg, poudre pour solution pour perfusion;
9302145;OXALIPLATINE MEDAC 5 MG/ML 1 Flacon de 50 mg, poudre pour solution pour perfusion;
9315892;DOXORUBICINE ACTAVIS 2 MG/ML Poudre pour solution pour perfusion en flacon de 10 mg;
9315900;DOXORUBICINE ACTAVIS 2 MG/ML Poudre pour solution pour perfusion en flacon de 50 mg;
9316035;VOLIBRIS 10 MG ComprimÇ pelliculÇ;
9316041;VOLIBRIS 5 MG ComprimÇ pelliculÇ;
9316058;EPIRUBICINE ACTAVIS 2 MG/ML Solution pour perfusion en flacon de 100 ml;
9316064;EPIRUBICINE ACTAVIS 2 MG/ML Solution pour perfusion en flacon de 25 ml;
9316070;EPIRUBICINE ACTAVIS 2 MG/ML Solution pour perfusion en flacon de 5 ml;
9418712;NALSCUE 0,9MG/0,1ML SOLUTION POUR PULVêRISATION NASALE EN RêCIPIENT UNIDOSE;
9418735;ZAVICEFTA 2G/0,5G PERF FL;
9418787;FLIXABI 100MG POUDRE POUR SOLUTION A DILUER POUR PERFUSION;
9419060;VORICONAZOLE FRESENIUS KABI 200 MG poudre pour solution pour perfusion;
9419060;VORICONAZOLE FRESENIUS KABI 200 MG poudre pour solution pour perfusion;
9419108;VORICONAZOLE MYLAN 200 MG poudre pour solution pour perfusion;
9419108;VORICONAZOLE MYLAN 200 MG poudre pour solution pour perfusion;
9421890;PANZYGA 100MG/ML INJ FL10ML;
9421890;PANZYGA 100MG/ML INJ FL10ML;
9421909;BOSENTAN ACC 125MG CPR;
9421915;BOSENTAN ACC 62,5MG CPR;
9421944;OCALIVA 5 MG comprimÇs pelliculÇs;
9422211;BOSENTAN ARW 125MG CPR;
9422228;BOSENTAN ARW 62.5MG CPR;
9407393;HYQVIA 100 MG/ML PERF F+F25ML;
9407393;HYQVIA 100 MG/ML PERF F+F25ML;
9407401;HYQVIA 100 MG/ML PERF F+F300ML;
9407401;HYQVIA 100 MG/ML PERF F+F300ML;
9407418;HYQVIA 100 MG/ML PERF F+F50ML;
9407418;HYQVIA 100 MG/ML PERF F+F50ML;
9407424;RIXUBIS 1 000 UI INJ FL+FL5ML;
9415286;OBIZUR 500U INJ FL+SRG;
9415292;NORVIR 100 MG POUDRE POUR SUSPENSION BUVABLE, SACHET;
9415300;RESPREEZA 1 000 MG POUDRE ET SOLVANT POUR SOLUTION INJECTABLE/PERFUSION;
9415317;BENDAMUST.ACC 2,5MG/ML 100 MG;
9415323;BENDAMUST.ACC 2,5MG/ML 25MG;
9415346;NOYADA 5 MG/5 ML BUV FL 100ML;
9415381;ELOCTA 1000 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);
9419309;PEMETREXED FRESENIUS KABI 100 MG poudre pour solution Ö diluer pour perfusion en flacon;
9422814;VENCLYXTO 10 MG CPR;
9422820;VENCLYXTO 50 MG CPR;
9422889;OCALIVA 10MG CPR PELLIC;
9422990;LEDAGA 160MCG/G GEL TB60G;
9423127;LINEZOLIDE DDR2MG/ML 300ML;
9423133;VORICONAZOLE DRR 200MG INJ FL;
9422808;VENCLYXTO 100MG CPR;
9423185;BENDAMUSTINE MYLAN 2,5MG/ML 100MG;
9423191;BENDAMUSTINE MYLAN 2,5MG/ML 25MG;
9423736;AFSTYLA 1000UI INJ FL+FL +D+N;
9423736;AFSTYLA 1000UI INJ FL+FL +D+N;
9423742;AFSTYLA 1500UI INJ FL+FL +D+N;
9423742;AFSTYLA 1500UI INJ FL+FL +D+N;
9407424;RIXUBIS 1 000 UI INJ FL+FL5ML;
9407430;RIXUBIS 2 000 UI INJ FL+FL5ML;
9407430;RIXUBIS 2 000 UI INJ FL+FL5ML;
9407447;RIXUBIS 250 UI INJ FL+FL5ML;
9407447;RIXUBIS 250 UI INJ FL+FL5ML;
9407453;RIXUBIS 500 UI INJ FL+FL5ML;
9407453;RIXUBIS 500 UI INJ FL+FL5ML;
9415381;ELOCTA 1000 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);
9415398;ELOCTA 1500 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);
9415398;ELOCTA 1500 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);
9415406;ELOCTA 2000 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);
9415406;ELOCTA 2000 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);
9415412;ELOCTA 250 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);
9415412;ELOCTA 250 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);
9423133;VORICONAZOLE DRR 200MG INJ FL;
9423759;AFSTYLA 2000UI INJ FL+FL +D+N;
9423765;AFSTYLA 2500UI INJ FL+FL +D+N;
9423765;AFSTYLA 2500UI INJ FL+FL +D+N;
9423771;AFSTYLA 250UI INJ FL+FL +D+N;
9423771;AFSTYLA 250UI INJ FL+FL +D+N;
9423788;AFSTYLA 3000UI INJ FL+FL +D+N;
9423759;AFSTYLA 2000UI INJ FL+FL +D+N;
9423794;AFSTYLA 500UI INJ FL+FL +D+N;
9423794;AFSTYLA 500UI INJ FL+FL +D+N;
9423825;ABACAVIR/LAM MYL600 MG/300 MG CP;
9423831;TRUXIMA 500MG PERF FL50ML;
9423831;TRUXIMA 500MG PERF FL50ML;
9424055;BENDAMUST.DRR 2,5MG/ML 100MG;
9407619;RIXUBIS 3 000 UI INJ FL+FL5ML;
9407619;RIXUBIS 3 000 UI INJ FL+FL5ML;
9407648;NOYADA 25 MG/5 ML BUV FL 100ML;
9407772;PROCYSBI 25MG GELU;
9407789;PROCYSBI 75MG GELU;
9407803;TIXTAR 550 MG comprimÇ pelliculÇ;
9407826;TRIUMEQ 50 MG/600 MG/300 MG comprimÇ pelliculÇ;
9415429;ELOCTA 3000 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);
9415429;ELOCTA 3000 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);
9415435;ELOCTA 500 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);
9415435;ELOCTA 500 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);
9415441;ELOCTA 750 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);
9415441;ELOCTA 750 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);
9415903;ORKAMBI 200 MG/125 MG comprimÇ pelliculÇ;
9423788;AFSTYLA 3000UI INJ FL+FL +D+N;
9424150;TENOFOVIR DIS.BGA 245MG CPR;
9424167;GRANPIDAM 20MG CPR;
9424612;EPLERENONE SDZ 25MG CPR;
9424629;EPLERENONE SDZ 50MG CPR;
9424724;EMTRICIT/TENOF.MYL200/245 CPR;
9424782;TENOFOVIR DIS.MYL 245MG CPR;
9424061;BENDAMUST.DRR 2,5MG/ML 25MG;
9426717;BOSENTAN BGA 125MG CPR;
9426723;BOSENTAN BGA 62,5MG CPR;
9426806;CASPOFUNGINE DR. REDDY'S 50MG PERF FL;
9426806;CASPOFUNGINE DR. REDDY'S 50MG PERF FL;
9426812;CASPOFUNGINE DR. REDDY'S 70MG PERF FL;
9426812;CASPOFUNGINE DR. REDDY'S 70MG PERF FL;
9407909;PARACETAMOL BBM10MG/ML 10ML, solution pour perfusion;
9408197;SIVEXTRO 200MG CPR PELL;
9408205;SIVEXTRO 200MG PERF FL;
9408211;LUTATHERA 370MBQ/ML FL30ML;
9408211;LUTATHERA 370MBQ/ML FL30ML;
9408292;REVLIMID 20 MG gÇlule;
9408300;REVLIMID 7,5 MG gÇlule;
9415949;GALAFOLD 123 MG gÇlule;
9416073;UPTRAVI 1000MCG CPR PELL;
9416096;UPTRAVI 1200MCG CPR PELL;
9416104;UPTRAVI 1400MCG CPR PELL;
9416110;UPTRAVI 1600MCG CPR PELL;
9416127;UPTRAVI 200MCG CPR PELL;
9416133;UPTRAVI 200MCG CPR PELL +CO;
9424931;CASPOFUNGINE TVC 50MG PERF FL;
9424931;CASPOFUNGINE TVC 50MG PERF FL;
9424948;CASPOFUNGINE TVC 70MG PERF FL;
9424948;CASPOFUNGINE TVC 70MG PERF FL;
9425020;STELARA 130 MG solution Ö diluer pour perfusion;
9425190;BOSENTAN EG 125MG CPR;
9425209;BOSENTAN EG 62,5MG CPR;
9426829;CASPOFUNGINE EG 50MG PERF FL;
9426947;EFAVIR/EMTRICIT/TENOF.TVC TVC;
9426976;SPINRAZA 12MG INJ FL5ML;
9427450;RIXATHON 100MG PERF FL10ML;
9427450;RIXATHON 100MG PERF FL10ML;
9427467;RIXATHON 500MG PERF FL50ML;
9427467;RIXATHON 500MG PERF FL50ML;
9408866;LENVIMAÆ 10 MG gÇlule;
9408872;LENVIMA 4 MG gÇlule;
9408949;RIBAVOX 600 MG comprimÇ pelliculÇ;
9408961;SIRTURO 100 MG comprimÇ;
9408961;SIRTURO 100 MG comprimÇ;
9409452;OPDIVO 10 MG/ML PERF FL10ML;
9409469;OPDIVO 10MG/ML PERF FL4ML;
9416156;UPTRAVI 400MCG CPR PELL;
9416162;UPTRAVI 600MCG CPR PELL;
9416179;UPTRAVI 800MCG CPR PELL;
9416245;TAGRISSO 40 MG CPR;
9416251;TAGRISSO 80 MG CPR;
9416618;HUMIRA 40 MG/0,4 ML solution injectable en seringue prÇremplie;
9416630;HUMIRA 40 MG/0,4 ML solution injectable en stylo prÇrempli;
9425267;EMTRICIT/TENOF.BGA200/245 CP;
9425379;VEMLIDY 25 MG comprimÇ pelliculÇ;
9425439;BENDAMUST.MDC 2,5MG/ML 100MG;
9425445;BENDAMUST.MDC 2,5MG/ML 25MG;
9425480;TALMANCO 20MG CPR;
9425511;PETINIMID 250MG CAPS MOL;
9425741;EMTRICIT/TENOF.EG 200/245 CP;
9427680;RAVICTI 1,1G/ML FL25ML+KIT5ML;
9427697;ENTECAVIR BGA 0,5MG CPR;
9427705;ENTECAVIR BGA 1MG CPR;
9427728;NEVIRAPINE TEVA LP 400 MG comprimÇ Ö libÇration prolongÇe;
9428107;ISENTRESS 600MG CPR;
9428165;TRUXIMA 100MG PERF FL10ML;
9428165;TRUXIMA 100MG PERF FL10ML;
9409529;BERINERT 1500 UI POUDRE ET SOLVANT POUR SOLUTION INJECTABLE/PERFUSION;
9409529;BERINERT 1500 UI POUDRE ET SOLVANT POUR SOLUTION INJECTABLE/PERFUSION;
9409535;KEYTRUDA 50 MG PERF FL15ML;
9409676;BCG-MEDAC POUDRE ET SOLVANT POUR SUSPENSION POUR ADMINISTRATION INTRAVESICALE;
9409908;SYLVANT 100 MG poudre pour solution Ö diluer pour perfusion;
9409914;SYLVANT 400 MG poudre pour solution Ö diluer pour perfusion;
9410001;KANUMA 2MG/ML PERF FL10ML;
9416647;LINEZOLIDE OHRE PHARMA 600 MG comprimÇ pelliculÇ;
9416653;BENEPALI 50 MG solution injectable en seringue prÇremplie;
9416676;BENEPALI 50 MG solution injectable en stylo prÇrempli;
9416713;EFAVIRENZ TEVA 600 MG COMPRIMê PELLICULê;
9416920;KOVALTRY 1000 UI Flacon + seringue de 2,5 ml, poudre et solvant pour solution injectable;
9416920;KOVALTRY 1000 UI Flacon + seringue de 2,5 ml, poudre et solvant pour solution injectable;
9416937;KOVALTRY 2000 UI Flacon + seringue de 5 ml, poudre et solvant pour solution injectable;
9425758;LAMIVUDINE/ZIDOVUDINE ARROW 150 MG/300 MG comprimÇ pelliculÇ sÇcable;
9425824;TENOFOVIR DIS.EG 245MG CPR;
9425847;CASPOFUNGINE OHR 50MG PERF FL;
9425847;CASPOFUNGINE OHR 50MG PERF FL;
9425853;CASPOFUNGINE OHR 70 MG PERF FL;
9425853;CASPOFUNGINE OHR 70 MG PERF FL;
9426031;BENEPALI 25MG INJ SRG 0,51ML;
9426829;CASPOFUNGINE EG 50MG PERF FL;
9426835;CASPOFUNGINE EG 70MG PERF FL;
9426835;CASPOFUNGINE EG 70MG PERF FL;
9426841;LINEZOLIDE EG 600 MG comprimÇ pelliculÇ;
9426858;LAMIVUDINE ARROW 150 MG comprimÇ pelliculÇ sÇcable;
9426864;LAMIVUDINE ARROW 300 MG comprimÇ pelliculÇ;
9426887;CHENODEOX.ACID.LDT250MG GEL;
9410314;EPLERENONE ARW 25MG CPR;
9410320;EPLERENONE ARW 50MG CPR;
9410432;NUWIQ 1000 UI Poudre et solvant pour solution injectable (B/1 flacon de poudre + seringue prÇremplie en verre de 2,5ml avec aiguille avec t;
9410432;NUWIQ 1000 UI Poudre et solvant pour solution injectable (B/1 flacon de poudre + seringue prÇremplie en verre de 2,5ml avec aiguille avec t;
9410449;NUWIQ 2000 UI Poudre et solvant pour solution injectable (B/1 flacon de poudre + seringue prÇremplie en verre de 2,5ml avec aiguille avec t;
9410449;NUWIQ 2000 UI Poudre et solvant pour solution injectable (B/1 flacon de poudre + seringue prÇremplie en verre de 2,5ml avec aiguille avec t;
9416937;KOVALTRY 2000 UI Flacon + seringue de 5 ml, poudre et solvant pour solution injectable;
9416943;KOVALTRY 250 UI Flacon + seringue de 2,5 ml, poudre et solvant pour solution injectable;
9416943;KOVALTRY 250 UI Flacon + seringue de 2,5 ml, poudre et solvant pour solution injectable;
9416966;KOVALTRY 3000 UI Flacon + seringue de 5 ml, poudre et solvant pour solution injectable;
9416966;KOVALTRY 3000 UI Flacon + seringue de 5 ml, poudre et solvant pour solution injectable;
9416972;KOVALTRY 500 UI Flacon + seringue de 2,5 ml, poudre et solvant pour solution injectable;
9416972;KOVALTRY 500 UI Flacon + seringue de 2,5 ml, poudre et solvant pour solution injectable;
9426195;TENOFOVIR DIS.TVC 245MG CP;
9426255;ABACAVIR/LAM BGA600/300MG CP;
9426261;ABACAVIR/LAM.SDZ600/300MG CP;
9426433;BRINEURA 150MG PERF F (2)+F(1);
9426456;BENDAMUST.FRK 2,5MG/ML 100MG;
9426462;BENDAMUST.FRK 2,5MG/ML 25MG;
9426479;ABACAVIR SDZ 300 MG CPR;
9427527;ERELZI 25MG INJ SRG0,5ML;
9427533;ERELZI 50MG INJ SRG1ML;
9427556;ERELZI 50MG INJ STY1ML;
9427591;GANCICLOVIR SDZ 500MG INJ FL;
9427651;RAVICTI 1,1G/ML ORAL FL25ML;
9427668;RAVICTI 1,1 G/ML FL25ML+KIT1ML;
9427674;RAVICTI 1,1G/ML FL25ML+KIT3ML;
9410455;NUWIQ 250 UI Poudre et solvant pour solution injectable (B/1 flacon de poudre + seringue prÇremplie en verre de 2,5ml avec aiguille avec t;
9410455;NUWIQ 250 UI Poudre et solvant pour solution injectable (B/1 flacon de poudre + seringue prÇremplie en verre de 2,5ml avec aiguille avec t;
9410461;NUWIQ 500 UI Poudre et solvant pour solution injectable (B/1 flacon de poudre + seringue prÇremplie en verre de 2,5ml avec aiguille avec t;
9410461;NUWIQ 500 UI Poudre et solvant pour solution injectable (B/1 flacon de poudre + seringue prÇremplie en verre de 2,5ml avec aiguille avec t;
9410604;COSENTYX 150 MG solution injectable en seringue prÇremplie;
9410610;COSENTYX 150 MG solution injectable en stylo prÇrempli;
9416995;CRESEMBA 100 MG GELU;
9416995;CRESEMBA 100 MG GELU;
9417003;CRESEMBA 200 MG INJ FL;
9417003;CRESEMBA 200 MG INJ FL;
9417227;ARMISARTE 25MG/ML PERF FL20ML;
9417227;ARMISARTE 25MG/ML PERF FL20ML;
9417233;ARMISARTE 25MG/ML PERF FL4ML;
9426516;GANCICLOVIR MYL 500MG INJ FL;
9426539;BOSENTAN SANDOZ 125 MG comprimÇ pelliculÇ;
9426545;BOSENTAN SANDOZ 62,5 MG comprimÇ pelliculÇ;
9426634;ABACAVIR/LAMIVUDINE TEVA 600 MG/300 MG comprimÇ pelliculÇ;
9426657;BORTEZOMIB TVC 3,5MG INJ FL;
9426657;BORTEZOMIB TVC 3,5MG INJ FL;
9426692;EMTRICIT/TENOF.TVC200/245 CP;
9343316;GEMCITABINE ACTAVIS 38 MG/ML en flacon de 100 ml, poudre pour solution pour perfusion;
9403478;ZYDELIG 100 MG comprimÇs pelliculÇs;
9403484;ZYDELIG 150 MG comprimÇs pelliculÇs;
9403509;IRINOTECAN SEACROSS 20 MG/ML solution Ö diluer pour perfusion, flacon (verre type I) de 15 ml;
9403515;IRINOTECAN SEACROSS 20 MG/ML solution Ö diluer pour perfusion, flacon (verre type I) de 25 ml;
