CODE_UCD;LISTE;NOM_COURT;DT_DINSCRI;DT_FINSCRI;MOTIF_FIN;LABO_EXP;DT_SOURDOC;DT_APPRIX;PRIX_HT;PRIX_TTC;T_FACTURE;MARGE_TTC;DT_APTAUX;TAUX;DT_DCOUSUP;DT_FCOUSUP;DT_APMAJO;MAJO_971;MAJO_972;MAJO_973;MAJO_974;DT_DLPRIVE;DT_FLPRIVE;DT_DLPUBLI;DT_FLPUBLI;NOM_LONG1;NOM_LONG2;ETAT;COD_FORME;FORME;COD_CFORME;CPMTFORME;DDD;D_ADMINIST;PAR_VOIE;COD_ATC;CLASSE_ATC;COD_EPHMRA;CLA_EPHMRA;RH;PH;PIH;SP;PS
9284341;R;EPIRUBICINE INTSEL CHIMOS 2 mg/ml solution pour perfusion en flacon de 10 ml;2007-08-04;;;INTSEL CHIMOS;2010-02-19;2010-01-01;35.0;35.74;N;22.0;2007-08-04;100.0;2007-08-04;;2007-08-04;1.16;1.16;1.16;1.16;;;;;EPIRUBICINE INTSEL CHIMOS 2 mg/ml solution pour perfusion en flacon de 10 ml;;NC;48;SOLUTION;295;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9284358;R;EPIRUBICINE INTSEL CHIMOS 2 mg/ml 1 Flacon de 100 ml, solution pour perfusion;2006-12-22;;;INTSEL CHIMOS;2010-02-19;2010-01-01;264.0;269.54;N;22.0;2006-12-22;100.0;2007-02-03;;2006-12-22;1.16;1.16;1.16;1.16;;;;;EPIRUBICINE INTSEL CHIMOS 2 mg/ml 1 Flacon de 100 ml, solution pour perfusion;;S;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9284364;R;EPIRUBICINE INTSEL CHIMOS 2 mg/ml 1 Flacon de 25 ml, solution pour perfusion;2006-12-22;;;INTSEL CHIMOS;2010-02-19;2010-01-01;88.0;89.85;N;22.0;2006-12-22;100.0;2007-02-03;;2006-12-22;1.16;1.16;1.16;1.16;;;;;EPIRUBICINE INTSEL CHIMOS 2 mg/ml 1 Flacon de 25 ml, solution pour perfusion;;S;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9284370;R;EPIRUBICINE INTSEL CHIMOS 2 mg/ml 1 Flacon de 5 ml, solution pour perfusion;2006-12-22;;;INTSEL CHIMOS;2010-02-19;2010-01-01;18.0;18.38;N;22.0;2006-12-22;100.0;2007-02-03;;2006-12-22;1.16;1.16;1.16;1.16;;;;;EPIRUBICINE INTSEL CHIMOS 2 mg/ml 1 Flacon de 5 ml, solution pour perfusion;;S;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9284387;R;EPIRUBICINE INTSEL CHIMOS 2 mg/ml 1 Flacon de 50 ml, solution pour perfusion;2006-12-22;;;INTSEL CHIMOS;2010-02-19;2010-01-01;132.0;134.77;N;22.0;2006-12-22;100.0;2007-02-03;;2006-12-22;1.16;1.16;1.16;1.16;;;;;EPIRUBICINE INTSEL CHIMOS 2 mg/ml 1 Flacon de 50 ml, solution pour perfusion;;S;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9300956;R;SEBIVO 600 MG ComprimÇ pelliculÇ;2008-06-26;;;NOVARTIS PHARMA SAS;2009-04-29;2010-01-01;12.55;12.81;N;22.0;2008-06-26;65.0;;;2008-06-26;1.16;1.16;1.16;1.16;;;;;SEBIVO 600 MG ComprimÇ pelliculÇ;;S;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE;;;;J05AF11;TELBIVUDINE;J05D2;ANTIVIRAUX CONTRE LES HEPATITES B;N;N;N;N;N
9301111;T;ERBITUX 5 mg/ml 1 Flacon de 100 ml, solution pour perfusion;2007-10-10;;;MERCK SERONO;2019-03-26;2019-04-01;790.964;807.57;;;;;;;2007-10-10;1.16;1.16;1.16;1.16;2007-10-10;;2007-10-10;;ERBITUX 5 mg/ml 1 Flacon de 100 ml, solution pour perfusion;;D;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01FE01;CETUXIMAB;L01G4;ANTICANCEREUX ANTICORPS MONOCLONAL DIRIGE CONTRE EGRF;O;N;N;N;N
9301128;T;ERBITUX 5 mg/ml 1 Flacon de 20 ml, solution pour perfusion;2007-10-10;;;MERCK SERONO;2019-03-26;2019-04-01;158.193;161.52;;;;;;;2007-10-10;1.16;1.16;1.16;1.16;2007-10-10;;2007-10-10;;ERBITUX 5 mg/ml 1 Flacon de 20 ml, solution pour perfusion;;D;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01FE01;CETUXIMAB;L01G4;ANTICANCEREUX ANTICORPS MONOCLONAL DIRIGE CONTRE EGRF;O;N;N;N;N
9301393;R;OXALIPLATIN. EBW 5MG/ML 100MG Poudre pour solution pour perfusion en flacon de 100 mg;2008-08-09;2021-09-28;RADIATION;SANDOZ;2021-09-28;2021-04-01;21.42;21.87;N;22.0;2008-08-09;100.0;2008-08-09;;2008-08-09;1.16;1.16;1.16;1.16;;;;;OXALIPLATIN. EBW 5MG/ML 100MG Poudre pour solution pour perfusion en flacon de 100 mg;;S;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01XA03;OXALIPLATINE;L01F;ANTICANCEREUX DERIVES DU PLATINE;N;O;N;O;O
9301401;R;OXALIPLATIN.EBW 5MG/ML 50MG Poudre pour solution pour perfusion en flacon de 50 mg;2008-08-09;2021-09-28;RADIATION;SANDOZ;2021-09-28;2021-04-01;10.71;10.93;N;22.0;2008-08-09;100.0;2008-08-09;;2008-08-09;1.16;1.16;1.16;1.16;;;;;OXALIPLATIN.EBW 5MG/ML 50MG Poudre pour solution pour perfusion en flacon de 50 mg;;S;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01XA03;OXALIPLATINE;L01F;ANTICANCEREUX DERIVES DU PLATINE;N;O;N;O;O
9302139;R;OXALIPLATINE MEDAC 5 MG/ML 1 Flacon de 100 mg, poudre pour solution pour perfusion;2008-04-16;2021-09-28;RADIATION;NORDIC PHARMA;2021-09-28;2010-01-01;306.0;312.43;N;22.0;2008-04-16;100.0;2008-04-16;;2008-04-16;1.16;1.16;1.16;1.16;;;;;OXALIPLATINE MEDAC 5 MG/ML 1 Flacon de 100 mg, poudre pour solution pour perfusion;;S;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01XA03;OXALIPLATINE;L01F;ANTICANCEREUX DERIVES DU PLATINE;N;O;N;O;O
9302145;R;OXALIPLATINE MEDAC 5 MG/ML 1 Flacon de 50 mg, poudre pour solution pour perfusion;2008-04-16;2021-09-28;RADIATION;NORDIC PHARMA;2021-09-28;2010-01-01;153.0;156.21;N;22.0;2008-04-16;100.0;2008-04-16;;2008-04-16;1.16;1.16;1.16;1.16;;;;;OXALIPLATINE MEDAC 5 MG/ML 1 Flacon de 50 mg, poudre pour solution pour perfusion;;S;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01XA03;OXALIPLATINE;L01F;ANTICANCEREUX DERIVES DU PLATINE;N;O;N;O;O
9315892;R;DOXORUBICINE ACTAVIS 2 MG/ML Poudre pour solution pour perfusion en flacon de 10 mg;2009-04-04;2021-09-28;RADIATION;TORLAN;2021-09-28;2010-01-01;4.0;4.08;N;22.0;2009-04-04;100.0;2009-04-04;;2009-04-04;1.16;1.16;1.16;1.16;;;;;DOXORUBICINE ACTAVIS 2 MG/ML Poudre pour solution pour perfusion en flacon de 10 mg;;S;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;N
9315900;R;DOXORUBICINE ACTAVIS 2 MG/ML Poudre pour solution pour perfusion en flacon de 50 mg;2009-04-04;2021-09-28;RADIATION;TORLAN;2021-09-28;2010-01-01;14.0;14.29;N;22.0;2009-04-04;100.0;2009-04-04;;2009-04-04;1.16;1.16;1.16;1.16;;;;;DOXORUBICINE ACTAVIS 2 MG/ML Poudre pour solution pour perfusion en flacon de 50 mg;;S;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;N
9316035;R;VOLIBRIS 10 MG ComprimÇ pelliculÇ;2009-02-07;;;GLAXOSMITHKLINE;2022-02-22;2022-04-01;8.948;9.14;N;22.0;2009-02-07;100.0;;;2009-02-07;1.16;1.16;1.16;1.16;;;;;VOLIBRIS 10 MG ComprimÇ pelliculÇ;;D;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE ORAL(E;;;;C02KX02;AMBRISENTAN;C02A3;AUTRES ANTIHYPERTENSEURS NON ASSOCIES;N;O;N;O;N
9316041;R;VOLIBRIS 5 MG ComprimÇ pelliculÇ;2009-02-07;;;GLAXOSMITHKLINE;2022-02-22;2022-04-01;8.948;9.14;N;22.0;2009-02-07;100.0;;;2009-02-07;1.16;1.16;1.16;1.16;;;;;VOLIBRIS 5 MG ComprimÇ pelliculÇ;;D;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE ORAL(E;;;;C02KX02;AMBRISENTAN;C02A3;AUTRES ANTIHYPERTENSEURS NON ASSOCIES;N;O;N;O;N
9316058;R;EPIRUBICINE ACTAVIS 2 MG/ML Solution pour perfusion en flacon de 100 ml;2009-04-04;2021-09-28;RADIATION;ACTAVIS FRANCE;2021-09-28;2021-04-01;118.8;121.29;N;22.0;2009-04-04;100.0;2009-04-04;;2009-04-04;1.16;1.16;1.16;1.16;;;;;EPIRUBICINE ACTAVIS 2 MG/ML Solution pour perfusion en flacon de 100 ml;;S;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;N
9316064;R;EPIRUBICINE ACTAVIS 2 MG/ML Solution pour perfusion en flacon de 25 ml;2009-04-04;2021-09-28;RADIATION;ACTAVIS FRANCE;2021-09-28;2021-04-01;39.6;40.43;N;22.0;2009-04-04;100.0;2009-04-04;;2009-04-04;1.16;1.16;1.16;1.16;;;;;EPIRUBICINE ACTAVIS 2 MG/ML Solution pour perfusion en flacon de 25 ml;;S;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;N
9316070;R;EPIRUBICINE ACTAVIS 2 MG/ML Solution pour perfusion en flacon de 5 ml;2009-04-04;2021-09-28;RADIATION;ACTAVIS FRANCE;2021-09-28;2021-04-01;8.1;8.27;N;22.0;2009-04-04;100.0;2009-04-04;;2009-04-04;1.16;1.16;1.16;1.16;;;;;EPIRUBICINE ACTAVIS 2 MG/ML Solution pour perfusion en flacon de 5 ml;;S;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;N
9418712;R;NALSCUE 0,9MG/0,1ML SOLUTION POUR PULVêRISATION NASALE EN RêCIPIENT UNIDOSE;2016-07-29;2019-08-09;RADIATION;INDIVIOR FRANCE;2019-10-01;2016-07-29;;;O;22.0;2016-07-29;100.0;;;2016-07-29;1.16;1.16;1.16;1.16;;;;;NALSCUE 0,9MG/0,1ML SOLUTION POUR PULVêRISATION NASALE EN RêCIPIENT UNIDOSE;;S;48;SOLUTION;361;SOLUTION POUR PULVERISATION NASALE;;;;V03AB15;NALOXONE;N07F;MEDICAMENTS CONTRE LA DEPENDANCE OPIOIDE;N;N;N;N;N
9418735;T;ZAVICEFTA 2G/0,5G PERF FL;2020-09-12;;;PFIZER SAS;2022-03-01;2020-09-12;115.0;117.42;;;;;;;2020-09-12;1.16;1.16;1.16;1.16;2020-09-12;;2020-09-12;;ZAVICEFTA 2G/0,5G PERF FL;;D;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE POUDRE P;;;;J01DD52;CEFTAZIDIME ET INHIBITEUR DE BETA-LACTAMASE;J01D2;CEPHALOSPORINES INJECTABLES;N;O;N;N;N
9418787;T;FLIXABI 100MG POUDRE POUR SOLUTION A DILUER POUR PERFUSION;2016-10-19;;;BIOGEN FRANCE SAS;2022-02-08;2022-03-01;132.191;134.97;;;;;;;2016-10-19;1.16;1.16;1.16;1.16;2016-10-19;;2016-10-19;;FLIXABI 100MG POUDRE POUR SOLUTION A DILUER POUR PERFUSION;;D;44;POUDRE;584;POUDRE PR SOL A DILUER POUR PERFUSION;;;;L04AB02;INFLIXIMAB;L04B;MEDICAMENTS ANTI-TNF;O;N;N;N;N
9419060;R;VORICONAZOLE FRESENIUS KABI 200 MG poudre pour solution pour perfusion;2016-12-22;;;FRESENIUS KABI FRANCE;2019-11-21;2020-01-01;79.992;81.67;N;22.0;2016-12-22;65.0;;;2016-12-22;1.16;1.16;1.16;1.16;;;;;VORICONAZOLE FRESENIUS KABI 200 MG poudre pour solution pour perfusion;;S;44;POUDRE;322;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;J02AC03;VORICONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;N;O;N;N;N
9419060;T;VORICONAZOLE FRESENIUS KABI 200 MG poudre pour solution pour perfusion;2016-10-26;;;FRESENIUS KABI FRANCE;2019-11-21;2020-01-01;79.992;81.67;;;;;;;2016-10-26;1.16;1.16;1.16;1.16;2016-10-26;;2016-10-26;;VORICONAZOLE FRESENIUS KABI 200 MG poudre pour solution pour perfusion;;S;44;POUDRE;322;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;J02AC03;VORICONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;N;O;N;N;N
9419108;R;VORICONAZOLE MYLAN 200 MG poudre pour solution pour perfusion;2016-12-30;;;MYLAN SAS;2021-11-30;2020-01-01;79.992;81.67;N;22.0;2016-12-30;65.0;;;2016-12-30;1.16;1.16;1.16;1.16;;;;;VORICONAZOLE MYLAN 200 MG poudre pour solution pour perfusion;;NC;44;POUDRE;322;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;J02AC03;VORICONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;N;O;N;N;N
9419108;T;VORICONAZOLE MYLAN 200 MG poudre pour solution pour perfusion;2016-11-09;2021-11-30;RADIATION;MYLAN SAS;2021-11-30;2020-01-01;79.992;81.67;;;;;;;2016-11-09;1.16;1.16;1.16;1.16;2016-11-09;;2016-11-09;;VORICONAZOLE MYLAN 200 MG poudre pour solution pour perfusion;;NC;44;POUDRE;322;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;J02AC03;VORICONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;N;O;N;N;N
9421890;R;PANZYGA 100MG/ML INJ FL10ML;2018-05-18;;;OCTAPHARMA FRANCE;2022-03-08;2018-05-18;39.615;40.45;N;22.0;2018-05-18;100.0;;;2018-05-18;1.16;1.16;1.16;1.16;;;;;PANZYGA 100MG/ML INJ FL10ML;;NC;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;N;O;N;N;N
9421890;T;PANZYGA 100MG/ML INJ FL10ML;2018-04-21;2022-03-08;RADIATION;OCTAPHARMA FRANCE;2022-03-08;2018-04-21;39.615;40.45;;;;;;;2018-04-21;1.16;1.16;1.16;1.16;2018-04-21;;2018-04-21;;PANZYGA 100MG/ML INJ FL10ML;;NC;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;N;O;N;N;N
9421909;R;BOSENTAN ACC 125MG CPR;2017-07-08;;;ACCORD HEALTHCARE FRANCE SAS;2022-04-15;2022-04-15;3.408;3.48;N;22.0;2017-07-08;100.0;;;2017-07-08;1.16;1.16;1.16;1.16;;;;;BOSENTAN ACC 125MG CPR;;D;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE ORAL(E;;;;C02KX01;BOSENTAN;C02A3;AUTRES ANTIHYPERTENSEURS NON ASSOCIES;N;O;N;O;N
9421915;R;BOSENTAN ACC 62,5MG CPR;2017-07-08;;;ACCORD HEALTHCARE FRANCE SAS;2022-04-15;2022-04-15;3.408;3.48;N;22.0;2017-07-08;100.0;;;2017-07-08;1.16;1.16;1.16;1.16;;;;;BOSENTAN ACC 62,5MG CPR;;D;15;COMPRIME;307;COMPRIME PELLICULE;;;;C02KX01;BOSENTAN;C02A3;AUTRES ANTIHYPERTENSEURS NON ASSOCIES;N;O;N;O;N
9421944;R;OCALIVA 5 MG comprimÇs pelliculÇs;2016-12-01;;;INTERCEPT PHARMA LTD;2021-05-19;2016-12-01;;;O;22.0;2016-12-01;100.0;;;2016-12-01;1.16;1.16;1.16;1.16;;;;;OCALIVA 5 MG comprimÇs pelliculÇs;;D;15;COMPRIME;307;COMPRIME PELLICULE;;;;A05AA04;OBETICHOLIQUE ACIDE;A05A9;AUTRES CHOLAGOGUES ET THERAPIES BILIAIRES;N;N;N;O;N
9422211;R;BOSENTAN ARW 125MG CPR;2017-08-09;;;ARROW GENERIQUES;2022-04-15;2022-04-15;3.408;3.48;N;22.0;2017-08-09;100.0;;;2017-08-09;1.16;1.16;1.16;1.16;;;;;BOSENTAN ARW 125MG CPR;;D;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE ORAL(E;;;;C02KX01;BOSENTAN;C02A3;AUTRES ANTIHYPERTENSEURS NON ASSOCIES;N;O;N;O;N
9422228;R;BOSENTAN ARW 62.5MG CPR;2017-08-09;;;ARROW GENERIQUES;2022-04-15;2022-04-15;3.408;3.48;N;22.0;2017-08-09;100.0;;;2017-08-09;1.16;1.16;1.16;1.16;;;;;BOSENTAN ARW 62.5MG CPR;;D;15;COMPRIME;307;COMPRIME PELLICULE;;;;C02KX01;BOSENTAN;C02A3;AUTRES ANTIHYPERTENSEURS NON ASSOCIES;N;O;N;O;N
9407393;R;HYQVIA 100 MG/ML PERF F+F25ML;2016-12-02;;;TAKEDA;2021-07-16;2021-10-01;149.625;152.77;N;22.0;2016-12-02;100.0;;;2016-12-02;1.16;1.16;1.16;1.16;;;;;HYQVIA 100 MG/ML PERF F+F25ML;;D;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9407393;T;HYQVIA 100 MG/ML PERF F+F25ML;2016-10-26;;;TAKEDA;2021-07-16;2021-10-01;149.625;152.77;;;;;;;2016-10-26;1.16;1.16;1.16;1.16;2016-10-26;;2016-10-26;;HYQVIA 100 MG/ML PERF F+F25ML;;D;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9407401;R;HYQVIA 100 MG/ML PERF F+F300ML;2016-12-02;;;TAKEDA;2021-07-16;2021-10-01;1795.5;1833.21;N;22.0;2016-12-02;100.0;;;2016-12-02;1.16;1.16;1.16;1.16;;;;;HYQVIA 100 MG/ML PERF F+F300ML;;D;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9407401;T;HYQVIA 100 MG/ML PERF F+F300ML;2016-10-26;;;TAKEDA;2021-07-16;2021-10-01;1795.5;1833.21;;;;;;;2016-10-26;1.16;1.16;1.16;1.16;2016-10-26;;2016-10-26;;HYQVIA 100 MG/ML PERF F+F300ML;;D;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9407418;R;HYQVIA 100 MG/ML PERF F+F50ML;2016-12-02;;;TAKEDA;2021-07-16;2021-10-01;299.25;305.53;N;22.0;2016-12-02;100.0;;;2016-12-02;1.16;1.16;1.16;1.16;;;;;HYQVIA 100 MG/ML PERF F+F50ML;;D;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9407418;T;HYQVIA 100 MG/ML PERF F+F50ML;2016-10-26;;;TAKEDA;2021-07-16;2021-10-01;299.25;305.53;;;;;;;2016-10-26;1.16;1.16;1.16;1.16;2016-10-26;;2016-10-26;;HYQVIA 100 MG/ML PERF F+F50ML;;D;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9407424;R;RIXUBIS 1 000 UI INJ FL+FL5ML;2016-04-16;;;TAKEDA FRANCE SAS;2020-04-29;2017-04-01;648.0;661.61;N;22.0;2016-04-16;100.0;;;2016-04-16;1.16;1.16;1.16;1.16;;;;;RIXUBIS 1 000 UI INJ FL+FL5ML;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD04;FACTEUR IX DE COAGULATION;B02D2;FACTEURS II, VII, IX ET X;N;N;N;N;N
9415286;T;OBIZUR 500U INJ FL+SRG;2018-06-21;;;TAKEDA FRANCE SAS;2020-04-15;2018-06-21;750.0;765.75;;;;;;;2018-06-21;1.16;1.16;1.16;1.16;2018-06-21;;2018-06-21;;OBIZUR 500U INJ FL+SRG;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD14;SUSOCTOCOG ALFA;B02D3;COMPLEXE ANTI-INHIBITEUR DE LA COAGULATION;O;N;N;N;N
9415292;R;NORVIR 100 MG POUDRE POUR SUSPENSION BUVABLE, SACHET;2016-08-13;;;ABBVIE;2016-08-12;2016-08-13;0.69;0.7;N;22.0;2016-08-13;100.0;;;2016-08-13;1.16;1.16;1.16;1.16;;;;;NORVIR 100 MG POUDRE POUR SUSPENSION BUVABLE, SACHET;;D;44;POUDRE;331;POUDRE POUR SUSPENSION BUVABLE;;;;J05AE03;RITONAVIR;J05C2;INHIBITEURS DE PROTEASE;N;N;N;N;N
9415300;R;RESPREEZA 1 000 MG POUDRE ET SOLVANT POUR SOLUTION INJECTABLE/PERFUSION;2016-08-13;;;CSL BEHRING S.A.;2020-11-04;2021-01-01;325.0;331.83;N;22.0;2016-08-13;100.0;;;2016-08-13;1.16;1.16;1.16;1.16;;;;;RESPREEZA 1 000 MG POUDRE ET SOLVANT POUR SOLUTION INJECTABLE/PERFUSION;;D;44;POUDRE;387;POUDRE ET SOLVANT POUR SOLUTION PR PERF;;;;B02AB02;ALFA 1 ANTITRYPSINE;B02C9;AUTRES INHIBITEURS DE PROTEINASES;N;O;N;N;N
9415317;T;BENDAMUST.ACC 2,5MG/ML 100 MG;2016-06-22;;;ACCORD HEALTHCARE FRANCE SAS;2022-02-04;2022-03-01;37.786;38.58;;;;;;;2016-06-22;1.16;1.16;1.16;1.16;2016-06-22;;2016-06-22;;BENDAMUST.ACC 2,5MG/ML 100 MG;;D;44;POUDRE;584;POUDRE PR SOL A DILUER POUR PERFUSION;;;;L01AA09;BENDAMUSTINE;L01A;AGENTS ALKYLANTS;N;O;N;O;N
9415323;T;BENDAMUST.ACC 2,5MG/ML 25MG;2016-06-22;;;ACCORD HEALTHCARE FRANCE SAS;2022-02-04;2022-03-01;9.816;10.02;;;;;;;2016-06-22;1.16;1.16;1.16;1.16;2016-06-22;;2016-06-22;;BENDAMUST.ACC 2,5MG/ML 25MG;;D;44;POUDRE;584;POUDRE PR SOL A DILUER POUR PERFUSION;;;;L01AA09;BENDAMUSTINE;L01A;AGENTS ALKYLANTS;N;O;N;O;N
9415346;R;NOYADA 5 MG/5 ML BUV FL 100ML;2016-03-03;;;MARTINDALE PHARMACEUTICALS LIM;2021-05-19;2016-03-03;;;O;22.0;2016-03-03;100.0;;;2016-03-03;1.16;1.16;1.16;1.16;;;;;NOYADA 5 MG/5 ML BUV FL 100ML;;D;48;SOLUTION;;;;;;C09AA01;CAPTOPRIL;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;N;N;N;N;N
9415381;R;ELOCTA 1000 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);2016-10-29;;;SWEDISH ORPHAN BIOVITRUM;2017-02-28;2017-04-01;648.0;661.61;N;22.0;2016-10-29;100.0;;;2016-10-29;1.16;1.16;1.16;1.16;;;;;ELOCTA 1000 UI poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue prÇremplie (solvant);;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII, SUBSTITUTS INCLUS;N;N;N;N;N
9419309;R;PEMETREXED FRESENIUS KABI 100 MG poudre pour solution Ö diluer pour perfusion en flacon;2017-02-09;2021-09-28;RADIATION;FRESENIUS KABI FRANCE;2022-03-11;2017-07-01;124.017;126.62;N;22.0;2017-02-09;100.0;;;2017-02-09;1.16;1.16;1.16;1.16;;;;;PEMETREXED FRESENIUS KABI 100 MG poudre pour solution Ö diluer pour perfusion en flacon;;S;44;POUDRE;584;LYOPHILISE(E) POUDRE PR SOL A DILUER POU;;;;L01BA04;PEMETREXED;L01B;ANTIMETABOLITES;N;O;N;O;N
9422814;R;VENCLYXTO 10 MG CPR;2021-02-13;;;ABBVIE;2021-02-12;2021-02-13;4.313;4.4;N;22.0;2017-02-16;100.0;;;2021-02-13;1.16;1.16;1.16;1.16;;;;;VENCLYXTO 10 MG CPR;;D;15;COMPRIME;307;COMPRIME PELLICULE;;;;L01XX52;VENETOCLAX;L01X9;AUTRES ANTINEOPLASIQUES;N;O;N;N;N
9422820;R;VENCLYXTO 50 MG CPR;2021-02-13;;;ABBVIE;2021-02-12;2021-02-13;21.567;22.02;N;22.0;2017-02-16;100.0;;;2021-02-13;1.16;1.16;1.16;1.16;;;;;VENCLYXTO 50 MG CPR;;D;15;COMPRIME;307;COMPRIME PELLICULE;;;;L01XX52;VENETOCLAX;L01X9;AUTRES ANTINEOPLASIQUES;N;O;N;N;N
