Code_Titre_1;Lib_Titre_1;Code_Titre_2;Lib_Titre_2;Code_Titre_3;Lib_Titre_3;Code_Titre_4;Lib_Titre_4;ID_CCAM;Lib_CCAM;Activite;Phase
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.05;Actes thérapeutiques sur la bifurcation carotidienne;04.03.05.03;Autres actes sur la bifurcation carotidienne;[A, F, J, K, T, P, S, U, O];Avec ou sans : revascularisation de l'artère carotide externe;;
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.01;Suture de plaie de l'artère carotide extracrânienne;EBCA007;Suture de plaie de l'artère carotide interne extracrânienne, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.01;Suture de plaie de l'artère carotide extracrânienne;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.01;Suture de plaie de l'artère carotide extracrânienne;EBCA006;Suture de plaie de l'artère carotide externe, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.01;Suture de plaie de l'artère carotide extracrânienne;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.02;Dilatation intraluminale de l'artère carotide extracrânienne;EBAF003;Dilatation intraluminale de l'artère carotide interne extracrânienne sans pose d'endoprothèse, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.02;Dilatation intraluminale de l'artère carotide extracrânienne;[F, J, K, P, S, T, U, O];Indication : resténose intrastent, les lésions haut situées sous-pétreuses, les dysplasies;;
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.02;Dilatation intraluminale de l'artère carotide extracrânienne;EBAF001;Dilatation intraluminale de l'artère carotide interne extracrânienne avec pose d'endoprothèse, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.02;Dilatation intraluminale de l'artère carotide extracrânienne;[F, P, S, U];Indication : resténose intrastent, les lésions haut situées sous-pétreuses, les dysplasies;;
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.02;Dilatation intraluminale de l'artère carotide extracrânienne;EBAF005;Dilatation intraluminale de l'artère carotide externe sans pose d'endoprothèse, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.02;Dilatation intraluminale de l'artère carotide extracrânienne;[F, J, K, P, S, T, U, O];Indication : resténose intrastent, les lésions haut situées sous-pétreuses, les dysplasies;;
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.02;Dilatation intraluminale de l'artère carotide extracrânienne;EBAF006;Dilatation intraluminale de l'artère carotide externe avec pose d'endoprothèse, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.02;Dilatation intraluminale de l'artère carotide extracrânienne;[F, J, K, P, S, T, U, O];Indication : resténose intrastent, les lésions haut situées sous-pétreuses, les dysplasies;;
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.03;Pontage de l'artère carotide extracrânienne;EBCA010;Pontage artériel extra-intracrânien sans autogreffe, par craniotomie et par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.03;Pontage de l'artère carotide extracrânienne;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.03;Pontage de l'artère carotide extracrânienne;EBCA011;Pontage artériel extra-intracrânien avec autogreffe, par craniotomie et par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.03;Pontage de l'artère carotide extracrânienne;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.03;Pontage de l'artère carotide extracrânienne;EBCA002;Pontage de l'artère carotide externe, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.03;Pontage de l'artère carotide extracrânienne;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.03;Pontage de l'artère carotide extracrânienne;EBCA013;Pontage carotidohuméral ou subclaviohuméral, par abord direct;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.03;Pontage de l'artère carotide extracrânienne;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.04;Résection de l'artère carotide interne;EBFA019;Résection-anastomose de l'artère carotide interne, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.04;Résection de l'artère carotide interne;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.04;Résection de l'artère carotide interne;EBFA014;Résection de l'artère carotide interne avec réimplantation dans l'artère carotide commune, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.04;Résection de l'artère carotide interne;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;EBNE002;Coagulation unilatérale de l'artère sphénopalatine, par endoscopie nasale;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;[F, P, S, U];(ZZLP030);;
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;EBNE001;Coagulation bilatérale de l'artère sphénopalatine, par endoscopie nasale;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;[F, P, S, U];(ZZLP042);;
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;EBSF003;Embolisation sélective ou hypersélective unilatérale ou bilatérale de branche de l'artère carotide externe, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;[A, F, P, S, U, 7];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;EBSF004;Embolisation suprasélective unilatérale ou bilatérale de branche de l'artère carotide externe, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;[A, F, P, S, U, 7];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;EBSA006;Ligature de l'artère carotide interne, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;EBSA010;Ligature du tronc ou de branche de l'artère carotide externe, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;EBSA001;Ligature de l'artère sphénopalatine ou de l'artère maxillaire, par abord transnasal ou transantral;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;[A, F, J, K, T, P, S, U, O, 7];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;EBSA008;Ligature unilatérale de l'artère ethmoïdale antérieure et/ou de l'artère ethmoïdale postérieure;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;[A, F, J, K, T, P, S, U, O, 7];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;EBSA004;Ligature bilatérale de l'artère ethmoïdale antérieure et/ou de l'artère ethmoïdale postérieure;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;[A, F, J, K, T, P, S, U, O, 7];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;EBSA009;Ligature de l'artère sphénopalatine et de l'artère ethmoïdale;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.05;Occlusion de l'artère carotide extracrânienne;[A, F, J, K, T, P, S, U, O, 7];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.06;Autres actes thérapeutiques sur l'artère carotide extracrânienne;EBFA009;Thromboendartériectomie de l'artère carotide externe, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.06;Autres actes thérapeutiques sur l'artère carotide extracrânienne;[A, F, J, K, T, P, S, U, O];Avec ou sans : angioplastie d'élargissement;;
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.06;Autres actes thérapeutiques sur l'artère carotide extracrânienne;EBKA002;Remplacement de l'artère carotide interne, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.06;Actes thérapeutiques sur les artères carotide interne extracrânienne et carotide externe;04.03.06.06;Autres actes thérapeutiques sur l'artère carotide extracrânienne;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.01;Suture de plaie de l'artère vertébrale;EBCA016;Suture de plaie de l'artère vertébrale proximale, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.01;Suture de plaie de l'artère vertébrale;[A, F, J, K, T, P, S, U];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.02;Dilatation intraluminale des artères vertébrale et basilaire;EBAF013;Dilatation intraluminale de l'artère vertébrale extracrânienne sans pose d'endoprothèse, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.02;Dilatation intraluminale des artères vertébrale et basilaire;EBAF014;Dilatation intraluminale de l'artère vertébrale extracrânienne avec pose d'endoprothèse, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.02;Dilatation intraluminale des artères vertébrale et basilaire;EAAF903;Dilatation intraluminale de l'artère vertébrale intracrânienne ou de l'artère basilaire sans pose d'endoprothèse, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.02;Dilatation intraluminale des artères vertébrale et basilaire;EAAF902;Dilatation intraluminale de l'artère vertébrale intracrânienne ou de l'artère basilaire avec pose d'endoprothèse, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.03;Pontage et réimplantation de l'artère vertébrale;EBCA014;Pontage carotidovertébral proximal ou subclaviovertébral proximal, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.03;Pontage et réimplantation de l'artère vertébrale;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.03;Pontage et réimplantation de l'artère vertébrale;EBCA005;Pontage carotidovertébral distal ou subclaviovertébral distal, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.03;Pontage et réimplantation de l'artère vertébrale;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.03;Pontage et réimplantation de l'artère vertébrale;EBEA002;Réimplantation de l'artère vertébrale proximale dans l'artère subclavière ou dans l'artère carotide commune, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.03;Pontage et réimplantation de l'artère vertébrale;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.03;Pontage et réimplantation de l'artère vertébrale;EBEA004;Réimplantation de l'artère vertébrale distale dans l'artère carotide interne ou dans l'artère carotide externe, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.03;Pontage et réimplantation de l'artère vertébrale;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.04;Occlusion de l'artère vertébrale;EBSA007;Ligature de l'artère vertébrale proximale, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.04;Occlusion de l'artère vertébrale;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.04;Occlusion de l'artère vertébrale;EBSA002;Ligature de l'artère vertébrale distale, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.04;Occlusion de l'artère vertébrale;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.05;Autres actes thérapeutiques sur l'artère vertébrale;EBFA018;Résection-anastomose ou remplacement de l'artère vertébrale proximale, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.05;Autres actes thérapeutiques sur l'artère vertébrale;[A, F, J, K, T, P, S, U, O];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.05;Autres actes thérapeutiques sur l'artère vertébrale;EBFA017;Thromboendartériectomie de l'artère vertébrale proximale, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.05;Autres actes thérapeutiques sur l'artère vertébrale;[A, F, J, K, T, P, S, U, O];Avec ou sans : angioplastie d'élargissement;;
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.05;Autres actes thérapeutiques sur l'artère vertébrale;EBPA003;Décompression de l'artère vertébrale intratransversaire, par cervicotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.07;Actes thérapeutiques sur les artères vertébrale et basilaire;04.03.07.05;Autres actes thérapeutiques sur l'artère vertébrale;[A, F, J, K, T, P, S, U];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.08;Actes thérapeutiques sur les artères intracrâniennes;04.03.08.01;Inversion du flux d'un anévrisme artériel intracrânien;EACF002;Inversion du flux d'un anévrisme artériel intracrânien en dehors d'une période aigüe hémorragique, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.08;Actes thérapeutiques sur les artères intracrâniennes;04.03.08.01;Inversion du flux d'un anévrisme artériel intracrânien;EACF001;Inversion du flux d'un anévrisme artériel intracrânien en période aigüe hémorragique, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.08;Actes thérapeutiques sur les artères intracrâniennes;04.03.08.02;Dilatation intraluminale d'artère intracrânienne;EAAF004;Dilatation intraluminale du tronc de l'artère carotide interne intracrânienne sans pose d'endoprothèse, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.08;Actes thérapeutiques sur les artères intracrâniennes;04.03.08.02;Dilatation intraluminale d'artère intracrânienne;EAAF002;Dilatation intraluminale du tronc de l'artère carotide interne intracrânienne avec pose d'endoprothèse, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.08;Actes thérapeutiques sur les artères intracrâniennes;04.03.08.02;Dilatation intraluminale d'artère intracrânienne;EAAF901;Dilatation intraluminale de branche de l'artère carotide interne sans pose d'endoprothèse, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.08;Actes thérapeutiques sur les artères intracrâniennes;04.03.08.02;Dilatation intraluminale d'artère intracrânienne;EAAF900;Dilatation intraluminale de branche de l'artère carotide interne avec pose d'endoprothèse, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.08;Actes thérapeutiques sur les artères intracrâniennes;04.03.08.03;Désobstruction d'artère intracrânienne;EANF002;Fibrinolyse in situ suprasélective d'artère intracrânienne, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.08;Actes thérapeutiques sur les artères intracrâniennes;04.03.08.03;Désobstruction d'artère intracrânienne;[A, F, P, S, U, 7];Formation : spécifique à cet acte en plus de la formation initiale;;
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.08;Actes thérapeutiques sur les artères intracrâniennes;04.03.08.03;Désobstruction d'artère intracrânienne;EAJF341;Évacuation de thrombus d'artère intracrânienne par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.08;Actes thérapeutiques sur les artères intracrâniennes;04.03.08.03;Désobstruction d'artère intracrânienne;[A, F];Indication : accident vasculaire cérébral ischémique aigu;;
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.08;Actes thérapeutiques sur les artères intracrâniennes;04.03.08.03;Désobstruction d'artère intracrânienne;EAFA001;Embolectomie ou thromboendartériectomie de vaisseau intracrânien, par craniotomie;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.08;Actes thérapeutiques sur les artères intracrâniennes;04.03.08.03;Désobstruction d'artère intracrânienne;[A, F, J, K, T, P, S, U];anesthésie;4;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.08;Actes thérapeutiques sur les artères intracrâniennes;04.03.08.04;Embolisation distale de l'artère carotide interne;EASF014;Embolisation sélective ou hypersélective unilatérale ou bilatérale de branche de l'artère carotide interne, par voie artérielle transcutanée;1;0
4;APPAREIL CIRCULATOIRE;04.03;ACTES THÉRAPEUTIQUES SUR LES ARTÈRES;04.03.08;Actes thérapeutiques sur les artères intracrâniennes;04.03.08.04;Embolisation distale de l'artère carotide interne;[A, F, P, S, U, 7];anesthésie;4;0
